long_description,label
created attachment piglit shader test attached piglit shader test fails driver works softpipe line addr int floatbitstoint temps xxxx always retuns however int floatbitstoint temps works,0
queries containing parameter criteria sql statement like xxx crash editing queries query editor crash editing sql editor crash running queries crash saving new query version beta build cfad fcc fbb windows bits regards bernard ribot,0
mesa accaa master piglit texgen fails previously passed test also fails gallium nosse bin texgen auto probe expected observed test texgen eye failed,0
openbsd malloc flag set put xdf every free memory chunk xserver aborts exit path free memory access shadow backtrace program received signal sigbus bus error damageremovedamage pprev xdfdfdfdf pdamage damage pprev gdb pprev damageptr xdfdfdfdf gdb damageremovedamage pprev xdfdfdfdf pdamage damage damageunregister pdrawable pdamage damage shadowremove pscreen ppixmap shadow shadowclosescreen pscreen shadow midcclosescreen index pscreen midispcur mipointerclosescreen index pscreen mipointer mispriteclosescreen pscreen misprite cmapclosescreen pscreen cmap wsfbclosescreen usr lib modules drivers wsfb drv vidmodeclose pscreen vidmode cursorclosescreen index pscreen cursor animcurclosescreen index pscreen animcur compclosescreen index pscreen compinit glxclosescreen index pscreen glxscreens main argc argv xbfffc envp xbfffc main gdb,1
serve somewhere dump logs,1
commit fba author rico sch ller date wed aug error nouveau video error screen undeclared first use function someone else wayland try commit get error well,0
created attachment swap buffer composite test attached swap buffer composite test demonstrate glxswapbuffers tears first line screen tested kernel xserver video intel git patches posted list portrait mode mesa git branch origin mesa branch commit,1
problem description calc size color palettes different character color schriftfarbe cell background zellhintergrund equal dame size character color operating system windows version,1
backwards compatibility implementation com sun star frame globaleventbroadcaster sfx source notify eventsupplier cxx still supports obsolete interfaces com sun star document xeventbroadcaster com sun star document xeventlistener however call sites within code base adapted use replacements com sun star document xdocumenteventbroadcaster com sun star document xdocumenteventlistener resp relevant places xeventbroadcaster extensions source update updatecheckui cxx xeventbroadcaster filter source config cache lateinitlistener cxx xeventbroadcaster filter source xsltdialog xmlfiltertestdialog cxx xeventbroadcaster ucb source ucp tdoc tdoc docmgr cxx xeventlistener desktop source app app cxx xeventlistener sfx source appl appinit cxx see also commit message improvements previous commit,1
cat etc release name ubuntu version wily werewolf ubuntu like debian pretty name ubuntu version home url http www ubuntu com support url http help ubuntu com bug report url http bugs launchpad net ubuntu xinput list props device usb optical mouse device enabled coordinate transformation matrix libinput accel speed libinput accel speed default libinput natural scrolling enabled libinput natural scrolling enabled default libinput send events modes available libinput send events mode enabled libinput send events mode enabled default libinput left handed enabled libinput left handed enabled default libinput scroll methods available libinput scroll method enabled libinput scroll method enabled default libinput button scrolling button libinput button scrolling button default libinput middle emulation enabled libinput middle emulation enabled default device node dev input event device product libinput drag lock buttons libinput horizonal scroll enabled cat etc udev hwdb mouse local hwdb mouse usb name mouse wheel click angle udevadm info dev input event devices pci usb input input event input event input usb usb optical mouse event mouse input path pci usb event mouse devlinks dev input path pci usb event mouse dev input usb usb optical mouse event mouse devname dev input event devpath devices pci usb input input event bus usb input input mouse model usb optical mouse model enc usb optical mouse model path pci usb path tag pci usb revision serial usb optical mouse type hid usb driver usbhid usb interfaces usb interface num vendor vendor enc vendor major minor mouse wheel click angle subsystem input usec initialized tested setting gtk app chrome gtk app evince app kate tried multiple postive negatve values noticable effect trying simply increase scroll speed mouse wheel,1
see syndaemon recent patch discussion https lists freedesktop org archives xorg devel august html used default libinput current syndaemon behaviour,0
bug initially created clone bug using master build enabled building mysql connector extension enable ext mariadb connector see extension list registered bundled extensions version open odb connects mysql native right click blank area lower right panel choose database properties new dialog appears port field displays depending locale display without thousands separator case probably linked src conversion,0
new logitech revolution mouse xorg evdev crashes xorg log option corepointer mxrevolution isa serio input core pointer mxrevolution isa serio input core pointer capabilities xinput adding extended input device mxrevolution isa serio input type keyboard xinput adding extended input device mxrevolution type keyboard xorg conf configuration section inputdevice identifier mxrevolution driver evdev option corepointer option protocol evdev option device dev input mxrev option name dev logitech usb receiver option dev phys usb input endsection works evdev version,0
hello run ubuntu bit generic kernel get latest xorg drivers xorg edgers ppa got vaio laptop hybrid intel ati graphics use intel one keep ati powered vgaswitcheroo everything good till yesterday today upgrade xserver xorg video intel found huge performance regression making system completely unusable performance got back usual downgrading previous version ppa till yestarday last stable version xserver xorg video intel git ubuntu sarvatt natty amd deb unusable version xserver xorg video intel git ebf ubuntu sarvatt natty amd deb according ppa mantainers ebf part name package git commint identifier tell information needed new really informations needed put comes mind clem vaio lspci vnn grep vga vga compatible controller intel corporation generation core processor family integrated graphics controller rev prog vga controller vga compatible controller ati technologies inc seymour amd radeon rev prog clem vaio dpkg grep xorg libva xorgedgers video acceleration api linux runtime python xkit library manipulation xorg conf xorg ubuntu org window system xorg docs core ubuntu core documentation org window system xserver xorg ubuntu org server xserver xorg core git server branch ubuntu sarvatt natty xorg server core server xserver xorg input ubuntu org server input driver metapackage xserver xorg input evdev git ubuntu sarvatt org server evdev input driver xserver xorg input mouse git ubuntu sarvatt natty org server mouse input driver xserver xorg input synaptics git ubuntu synaptics touchpad driver org server xserver xorg input vmmouse git bfb ubuntu sarvatt natty org server vmmouse input driver use vmware xserver xorg input wacom ubuntu org server wacom input driver xserver xorg video apm git ubuntu sarvatt natty org server apm display driver xserver xorg video ark git ubuntu sarvatt natty org server ark display driver xserver xorg video ati git ubuntu sarvatt natty org server amd ati display driver wrapper xserver xorg video chips git ubuntu sarvatt natty org server chips display driver xserver xorg video cirrus git ffd ubuntu sarvatt natty org server cirrus display driver xserver xorg video fbdev git ubuntu sarvatt natty org server fbdev display driver xserver xorg video git edbd ubuntu sarvatt natty org server display driver xserver xorg video intel git ubuntu sarvatt natty org server intel display driver xserver xorg video mach git ubuntu sarvatt natty org server ati mach display driver xserver xorg video mga dfsg ubuntu sarvatt org server mga display driver xserver xorg video neomagic git ubuntu sarvatt natty org server neomagic display driver xserver xorg video nouveau git ubuntu sarvatt natty org server nouveau display driver experimental xserver xorg video openchrome svn ubuntu sarvatt org server via display driver xserver xorg video qxl ubuntu org server qxl display driver xserver xorg video git ubuntu sarvatt natty org server ati display driver xserver xorg video radeon git ubuntu sarvatt natty org server amd ati radeon display driver xserver xorg video rendition git ubuntu sarvatt natty org server rendition display driver xserver xorg video git ace ubuntu sarvatt natty org server legacy display driver xserver xorg video virge git ubuntu sarvatt natty org server virge display driver xserver xorg video savage git ubuntu sarvatt natty org server savage display driver xserver xorg video siliconmotion git ubuntu sarvatt natty org server siliconmotion display driver xserver xorg video sis git ubuntu sarvatt natty org server sis display driver xserver xorg video sisusb git ubuntu sarvatt natty org server sis usb display driver xserver xorg video tdfx git ffbec ubuntu sarvatt natty org server tdfx display driver xserver xorg video trident git bbea ubuntu sarvatt natty org server trident display driver xserver xorg video tseng git ubuntu sarvatt natty org server tseng display driver xserver xorg video vesa git ubuntu sarvatt natty org server vesa display driver xserver xorg video vmware git ubuntu sarvatt natty org server vmware display driver xserver xorg video voodoo git ccdf ubuntu sarvatt natty org server voodoo display driver,0
wockyxmppreader seems treat equivalent seems harmless breaks sending people messages containing whitespace surprising think wrong send contact uses gabble actually get notified message sent contrast padding hai included node content,1
created attachment particular svg picture showing regression screenshots problem description version possibly earlier svg picture background gray svg found attached zip archive displayed correctly inserted writer document steps reproduce open front page odt document found attached zip archive current behavior version writer picture displayed color instead light gray light gray version picture done coloring colored version picture light gray using inkscape result light gray color defined explicitly style original color left defined class example attached svg circle style fill fill opacity class fil class fil defined fil fill attached zip archive find screenshots document displayed writer version seems class taking precedence style picture displayed colored instead light gray svg picture displayed correctly light gray version draw writer affected expected behavior attached svg picture displayed light gray operating system ubuntu version release,1
secret service api hosted freedesktop org discussed multiple implementations need official version online could get virtual host secrets freedesktop org following bugzilla category used host specification website spec user account stefw project name secret service api group name secrets services needed web hosting approvals web host name secrets freedesktop org description location publishing secret service specification bugzilla secret service component specification component documentation thanks advance http people collabora stefw secret service http cgit freedesktop org xdg xdg specs tree secret service http lists freedesktop org mailman listinfo authentication,0
gtk spice channel line peer msg spice malloc peer hdr size however peer hdr size taken directly network without sanity check peer msg allocation success verified therefore sending malformed link header would crash client stack program received signal sigsegv segmentation fault spice channel recv link msg channel spice channel switch peer msg error gdb spice channel recv link msg channel spice channel spice channel iterate read channel spice channel spice channel iterate channel spice channel spice channel coroutine data spice channel,0
systems without cgroups like linux containers systemd takes following branch manager setup cgroup nice ingo molnar path mount point sys cgroup systemd false log warning control group support available creating root group return later dies due null pointer exception unit default cgroup path full backtrace raise lib libpthread cbcb crash sig src core main fceeea strlen lib libc fcec strdup lib libc unit default cgroup path entry src core unit unit create cgroups mask unknown src core cgroup unit realize cgroup src core cgroup unit realize cgroup src core cgroup unit realize cgroup entry src core cgroup unit realize cgroup entry src core cgroup service spawn entry timeout pass fds pass fds entry true apply permissions apply permissions entry true apply chroot apply chroot entry true apply tty stdin apply tty stdin entry true set notify socket false control control entry false pid pid entry fff src core service service enter start entry src core service service enter start pre src core service service start src core service job run invalidate src core job fbfe manager dispatch run queue entry src core manager manager loop src core manager main argc argv fff src core main,1
testing pdf http rom com misc sequences zigomar pdf https bugzilla gnome org show bug cgi using master executed following commands pdfseparate sequences zigomar pdf page pdf pdfunite page pdf page pdf combined pdf opening combined pdf acroread second page rendered blank poppler render second page prints lot errors syntax error find trailer dictionary syntax error invalid xref entry syntax error font resource dictionary syntax error invalid xref entry syntax error bad length attribute stream syntax error unknown font tag syntax error font show individual pages page pdf page pdf render correctly acroread poppler without errors running commands using works fine git bisected offending commit commit fcada author thomas freitag date mon sep support encrypted pdf files pdfseparate tested reverting master works fine,0
bug collects bug reports data bars color scales fixed,1
created attachment add support ignore missing attributed includedir bus config moment one etc quite things break including dbus rather configuration buses things exported would like introduce support configuration shipped datadir rather split sysconfdir datadir would like none less maintain backwards compatibility previous configuration locations sysconfdir achieve proposing two patches add support ignore missing attribute includedir element similar include element use ignore missing yes default system session includedir stanzas btw resolves bug dbus start unless empty directories exist patch explicitely include sysconfdir locations addition relative ones patches switch installation configuration sysconfdir datadir default deemed acceptable switch opt opt basis happy provide necessary autofoo changes achieve case simply use configure sysconfdir usr share achieve switch ship configuration usr share dbus rather etc works well regards dimitri https org clearlinux open source technology center intel corporation ltd reg pipers way swindon,1
playing minetest amd ryzen vega integrated graphics occasionally system appear suffer graphics lock game load loading bar appears occours dmesg spits protection fault repeated errors fence timeouts amdgpu gfxhub retry page fault src ring vmid pasid process minetest pid thread minetest pid amdgpu page starting address amdgpu protection fault status drm amdgpu atomic commit tail amdgpu error waiting fences timed drm amdgpu job timedout amdgpu error ring gfx timeout signaled seq emitted seq drm amdgpu job timedout amdgpu error process information process minetest pid thread minetest pid drm gpu recovery disabled drm amdgpu atomic commit tail amdgpu error waiting fences timed drm amdgpu job timedout amdgpu error ring gfx timeout signaled seq emitted seq drm amdgpu job timedout amdgpu error process information process minetest pid thread minetest pid drm gpu recovery disabled drm amdgpu job timedout amdgpu error ring gfx timeout signaled seq emitted seq drm amdgpu job timedout amdgpu error process information process minetest pid thread minetest pid drm gpu recovery disabled drm amdgpu job timedout amdgpu error ring gfx timeout signaled seq emitted seq drm amdgpu job timedout amdgpu error process information process minetest pid thread minetest pid drm gpu recovery disabled drm amdgpu job timedout amdgpu error ring gfx timeout signaled seq emitted seq drm amdgpu job timedout amdgpu error process information process minetest pid thread minetest pid drm gpu recovery disabled notably playing minetest normally always happen screen gets light covering graphical corruption confetti photos follow taken phone sorry currently running mesa debug build compiled git commit seeing https bugs freedesktop org show bug cgi anything think related entirely duplicate fix mentioned stop test program effect stop problem course trying reproduce problem repeatable manner decided take apitrace attach following messages interestingly brief trace took crash system recording replaying fairly regularly cause kind lockup frequently game ran apitrace replay verbose mode see whereabouts stopped see gave approximate indications things starting going pear shaped point output ends well short entire apitrace dump expected saw additionally stderr appears contain exception kind see apitrace txt apitrace err txt attachments follow separately yet got dmesg output minetest running got runs spanning boot either hard soft reboot sometimes xorg killable othertimes replaying offending api trace also attached follow messages appear lot gpu faults messages timeouts appear,0
created attachment dmesg txt upgrading kernel experiencing issues graphical freezes specific dmesg errors started showing upgrade see attached waking screen power saving screensaver primary display wakes stops responding input mouse cursor still move clicking effect secondary display wake issue persists latest commit bisect shows fdbc cbfb first bad commit reverting commit branch seemed fix problem ubuntu bug report also contains relevant logs configuration information https bugs launchpad net ubuntu source linux bug please let know require logs information sincerely adam skillen hardware dell system xps njt bios intel corporation generation core processor family integrated graphics controller rev prog vga controller bisect result fdbc cbfb first bad commit git show commit fdbc cbfb author jani nikula date tue nov drm set sink power mode disable used put local sink downstream sinks power mode disable dpms using dpcd set power register broken commit aba author daniel vetter date sun jul drm convert encoder disable enable fix signed jani nikula reviewed todd previte signed daniel vetter diff git drivers gpu drm intel drivers gpu drm intel index drivers gpu drm intel drivers gpu drm intel static void intel disable struct intel encoder encoder ensure vdd switch panel ironlake edp panel vdd intel ironlake edp backlight intel intel sink dpms intel drm mode dpms intel sink dpms intel drm mode dpms ironlake edp panel intel cpu edp disable cpu pipe plane disabled,1
following patch fix gentoo log message patch add xfree arm compiler patch netwinder org fixes compiles arm architecture patch philb according netwinder rpm spec file,0
http igk intel com database detailsview show name,1
created attachment stacktrace crash reproduction steps enable sna tearfree start xorg gdb empty start xterm new display window manager start glxgears xterm use ctrl xterm abort glxgears continue relaunching aborting glxgears xorg crashes attaching couple gdb generated stacktraces obtained using steps crash also occurs normal session log also happen tearfree disabled observed using following versions xserver video intel libdrm uname linux namdle namdle smp fri dec est gnu linux,0
created attachment dmesg system environment regression new case non working platforms hsw kernel nightly dec bfcdbf fails queued fails author daniel vetter date tue may drm drop misleading ddi comment link since commit author imre deak date fri jan drm disable port failed link training commit acd author imre deak date thu jan drm disable port link lost longer call intel link generic code ddi encoder functions hsw bdw encoder disabling callback intel ddi hence early return longer needed big comment confusing let rip ensure accidentally use ddi encoders add warn instead spotted reading intel imre deak paulo zanoni signed daniel vetter fixes fails author dave airlie date tue may merge tag drm intel fixes git anongit freedesktop org drm intel drm fixes intel fixes regressions black screens hangs tag drm intel fixes git anongit freedesktop org drm intel drm increase memory latency values snb drm restore backlight precision converting acpi drm use first mode preferred mode edid drm force edp lane count max available lanes bdw drm vlv reset vlv media force wake request register drm sdvo sysfs link put directory target correct order drm use lane count link rate vbt minimums edp drm clean vbt edp link param decoding drm consider source max lane count bug detailed description igt kms flip subcases fail igt kms flip vblank dpms rpm igt kms flip vblank dpms rpm interruptible igt kms flip vblank modeset rpm igt kms flip vblank modeset rpm interruptible output kms flip run subtest vblank dpms rpm igt version dcbd linux drm intel nightly using monotonic timestamps beginning vblank dpms rpm crtc connector test assertion failure function run test step file kms flip last errno success failed assertion igt wait status igt runtime status suspended subtest vblank dpms rpm fail reproduce steps kms flip run subtest vblank dpms rpm,1
orc currently fails build arm eabi http experimental debian net fetch php pkg orc ver arch armel stamp file log raw libtool compile dhave config wall dorc enable unstable api wall orcarm fpic dpic libs liborc orcarm libtool compile dhave config wall dorc enable unstable api wall orcarm liborc orcarm dev null bin libtool tag mode compile dhave config wall dorc enable unstable api wall liborc orccpu arm test orccpu arm echo orccpu arm libtool compile dhave config wall dorc enable unstable api wall orccpu arm fpic dpic libs liborc orccpu arm orccpu arm function orc cpu arm getflags cpuinfo orccpu arm error orc cpu flags undeclared first use function orccpu arm error undeclared identifier reported orccpu arm error function appears orccpu arm error orc cpu flag edsp undeclared first use function orccpu arm error orc cpu flag vfp undeclared first use function orccpu arm function orc cpu detect arch orccpu arm error orc cpu flags undeclared first use function orccpu arm error orc cpu flag arm undeclared first use function make liborc orccpu arm error make leaving directory build buildd orc orc make recursive error make leaving directory build buildd orc make error make leaving directory build buildd orc make debian stamp makefile build error,1
please review following patch japanese keyboard sanwa supply inc small keyboard see http www sanwa product syohin asp code skb http www sanwa zooma keybord skb geometry file one question marked todo please provide feedback via issue,0
one knows works,0
hard figure read array non fixed length values docs dbus message iter get fixed array maybe also deprecated dbus message iter get array len say see dbus message iter recurse reading types arrays,1
imho call stream senders called call stream members members stream may sending anything,1
created attachment patch poppler cloned git mar size arrays image data changed using outersize size example compare pdftops output pdftopsbug pdf test file slanted text get sequences like one array dup array dup git clone mar since version works think larger allocation unnecessary might cause problems wasting memory postscript interpreter william comparison git mar array dup imdata exch def array dup imdata exch def array index index put dup dup dup put pop array dup imdata exch def array dup imdata exch def array index index put dup dup dup put pop array dup imdata exch def array dup imdata exch def array index index put psoutput switched using outersize size git mar gnu poppler poppler psoutputdev gnu poppler git mar poppler psoutputdev useasciihex add one entry final line data add another entry runlengthdecode filter may read past end size userle size outersize size writepsfmt array dup imdata exch def outersize num gen writepsfmt array dup data exch def size mask mask num gen str close write data array str reset outer outer outersizeouter int innersize size size put inner array outer array writepsfmt array index index put innersize outer,0
created attachment screenshot empty spaces special characters dialog special characters dialog contains grid characters bottom lot empty squares characters would normally present steps reproduce open libreoffice writer click special characters button toolbar scroll bottom symbols grid current behaviour many blank empty squares towards bottom symbols grid expected behaviour user able scroll last symbol grid attached screenshot show problem seen screenshot scrolled way rest empty squares sure whether done intentionally seems bit strange lots empty space user scroll tested libreoffice version alpha build baa tinderbox linux rpm deb tdf branch master time,0
observed running glteximage texture rgb unsigned short data takes around time ivb used ran loop times get meaningful numbers regression happened ffd bedf dafea configured mesa configure prefix opt enable gles enable gles enable shared glapi without gallium drivers enable bit dri drivers disable dri,1
created attachment patch update ukrainian translation current ukrainian translation outdated transifex translation disabled developers left way contribute translations bug reporting translations kmix interface incomplete due situation attached patch update ukrainian translation many thanks committing,0
man page xft contains man xft xftfont man xft xftfontopen display dpy int screen man xft xftfontopen takes list pattern elements form man xft field type value terminated matches man xft pattern available fonts opens matching man xft font man page suggests use bit platforms null therefore causes problems often crashes noticed mlterm used instead null function like written man page made mlterm crash often fix crashes replace null example man page man xft example man xft font xftfontopen dpy scr man xft xft family xfttypestring charter man xft xft size xfttypedouble terminating argument probably wrong well,0
master baa eca dac technically eaa pull queue address macos build failures built asan crashes launch tried master quite sure regressed asan report application specific information org server build date error addresssanitizer global buffer overflow address read size thread smartscheduleclient dispatch ecc dispatch dispatch dix main main aabba server thread quartzstartup fffc aaa pthread body libsystem pthread dylib aaa fffc pthread start libsystem pthread dylib fffc thread start libsystem pthread dylib located bytes left global variable nclients defined dispatch size located bytes right global variable nextfreeclientid defined dispatch size summary addresssanitizer global buffer overflow dispatch smartscheduleclient shadow bytes around buggy address shadow byte legend one shadow byte represents application bytes addressable partially addressable heap left redzone heap right redzone freed heap region stack left redzone stack mid redzone stack right redzone stack partial redzone stack return stack use scope global redzone global init order poisoned user container overflow array cookie intra object redzone asan internal left alloca redzone right alloca redzone thread created wrap pthread create libclang asan osx dynamic dylib create thread quartzstartup quartzinitserver quartzstartup applicationmain application controllermain controller aaf server main quartzstartup start server bundle main xstart server mach startupserver mach startup server mach startupserver fffc mach msg server libsystem kernel dylib main bundle main fffc cff start libdyld dylib,0
linking liboiltmp get following error snip bin libtool tag mode link usr bin gcc lib liboiltmp rpath lib undefined export symbols regex oil liboiltmp liboilfunctions libs liboiltmp exp libs liboiltmp lax generating symbol list liboiltmp usr bin libs liboiltmp libs liboilfunctions sed bcdegrst bcdegrst bin sed sort uniq libs liboiltmp exp usr bin name list usr bin name list usr bin name list usr bin grep oil libs liboiltmp exp libs liboiltmp expt libs liboiltmp expt libs liboiltmp exp libs liboiltmp lax mkdir libs liboiltmp lax libs liboiltmp lax liboilfunctions mkdir libs liboiltmp lax liboilfunctions extracting build liboil liboil liboil libs liboilfunctions libs liboiltmp lax liboilfunctions build liboil liboil liboil libs liboilfunctions sed libs liboiltmp symbols expsym usr bin gcc dynamiclib libs liboiltmp dylib libs liboiltmp libs liboiltmp lax liboilfunctions lib clamp libs liboiltmp lax liboilfunctions lib composite libs liboiltmp lax liboilfunctions lib copy libs liboiltmp lax liboilfunctions lib swab libs liboiltmp lax liboilfunctions libcolorspace composite libs liboiltmp lax liboilfunctions libconv conv bitstuff libs liboiltmp lax liboilfunctions libconv conv libs liboiltmp lax liboilfunctions libconv conv misc libs liboiltmp lax liboilfunctions libcopy copy libs liboiltmp lax liboilfunctions libcopy copy libs liboiltmp lax liboilfunctions libcopy splat ref libs liboiltmp lax liboilfunctions libcopy trans libs liboiltmp lax liboilfunctions libdct dct libs liboiltmp lax liboilfunctions libdct dct libs liboiltmp lax liboilfunctions libdct fdct libs liboiltmp lax liboilfunctions libdct fdct libs liboiltmp lax liboilfunctions libdct fdct libs liboiltmp lax liboilfunctions libdct fdct theora libs liboiltmp lax liboilfunctions libdct idct libs liboiltmp lax liboilfunctions libdct idct libs liboiltmp lax liboilfunctions libdct idct theora ref libs liboiltmp lax liboilfunctions libdct imdct libs liboiltmp lax liboilfunctions libdeprecated abs libs liboiltmp lax liboilfunctions libdeprecated average libs liboiltmp lax liboilfunctions libdeprecated clip ref libs liboiltmp lax liboilfunctions libdeprecated conv libs liboiltmp lax liboilfunctions libdeprecated permute libs liboiltmp lax liboilfunctions libdeprecated scalaradd libs liboiltmp lax liboilfunctions libdeprecated scalarmult libs liboiltmp lax liboilfunctions libdeprecated tablelookup libs liboiltmp lax liboilfunctions libdeprecated vectoradd libs liboiltmp lax liboilfunctions libdeprecated vectoradd libs liboiltmp lax liboilfunctions libfb fbmmx libs liboiltmp lax liboilfunctions libi amd clamp libs liboiltmp lax liboilfunctions libi amd idct libs liboiltmp lax liboilfunctions libi amd libs liboiltmp lax liboilfunctions libi amd resample libs liboiltmp lax liboilfunctions libi amd sum libs liboiltmp lax liboilfunctions libi amd swab libs liboiltmp lax liboilfunctions libi abs libs liboiltmp lax liboilfunctions libi argb paint libs liboiltmp lax liboilfunctions libi ayuv argb libs liboiltmp lax liboilfunctions libi composite libs liboiltmp lax liboilfunctions libi conv dnow libs liboiltmp lax liboilfunctions libi conv sse libs liboiltmp lax liboilfunctions libi convert libs liboiltmp lax liboilfunctions libi copy libs liboiltmp lax liboilfunctions libi copy libs liboiltmp lax liboilfunctions libi diff libs liboiltmp lax liboilfunctions libi error libs liboiltmp lax liboilfunctions libi math libs liboiltmp lax liboilfunctions libi libs liboiltmp lax liboilfunctions libi mult libs liboiltmp lax liboilfunctions libi recon libs liboiltmp lax liboilfunctions libi rowcolsad libs liboiltmp lax liboilfunctions libi sad libs liboiltmp lax liboilfunctions libi sad avg libs liboiltmp lax liboilfunctions libi splat libs liboiltmp lax liboilfunctions libi trans libs liboiltmp lax liboilfunctions libi wavelet libs liboiltmp lax liboilfunctions libjpeg convert libs liboiltmp lax liboilfunctions libjpeg jpeg rgb decoder libs liboiltmp lax liboilfunctions libjpeg quantize libs liboiltmp lax liboilfunctions libjpeg yuv rgb libs liboiltmp lax liboilfunctions libjpeg zigzag libs liboiltmp lax liboilfunctions libmath math libs liboiltmp lax liboilfunctions libmath math libs liboiltmp lax liboilfunctions libmd libs liboiltmp lax liboilfunctions libmmx composite mmx libs liboiltmp lax liboilfunctions libmmx copy mmx libs liboiltmp lax liboilfunctions libmmx recon mmx libs liboiltmp lax liboilfunctions libmmx splat mmx libs liboiltmp lax liboilfunctions liboilfunctions null libs liboiltmp lax liboilfunctions libref argb paint libs liboiltmp lax liboilfunctions libref ayuv argb libs liboiltmp lax liboilfunctions libref clamp libs liboiltmp lax liboilfunctions libref composite libs liboiltmp lax liboilfunctions libref convert libs liboiltmp lax liboilfunctions libref copy libs liboiltmp lax liboilfunctions libref copy libs liboiltmp lax liboilfunctions libref diff libs liboiltmp lax liboilfunctions libref diffsquaresum libs liboiltmp lax liboilfunctions libref error libs liboiltmp lax liboilfunctions libref math libs liboiltmp lax liboilfunctions libref mix libs liboiltmp lax liboilfunctions libref libs liboiltmp lax liboilfunctions libref mult libs liboiltmp lax liboilfunctions libref multsum libs liboiltmp lax liboilfunctions libref recon libs liboiltmp lax liboilfunctions libref resample libs liboiltmp lax liboilfunctions libref rgb libs liboiltmp lax liboilfunctions libref rowcolsad libs liboiltmp lax liboilfunctions libref sad libs liboiltmp lax liboilfunctions libref sad broken libs liboiltmp lax liboilfunctions libref sad avg libs liboiltmp lax liboilfunctions libref sincos libs liboiltmp lax liboilfunctions libref splat libs liboiltmp lax liboilfunctions libref squaresum libs liboiltmp lax liboilfunctions libref sum libs liboiltmp lax liboilfunctions libref sum libs liboiltmp lax liboilfunctions libref swab libs liboiltmp lax liboilfunctions libref trans libs liboiltmp lax liboilfunctions libref wavelet libs liboiltmp lax liboilfunctions libref yuv libs liboiltmp lax liboilfunctions libsimdpack abs misc libs liboiltmp lax liboilfunctions libsimdpack average libs liboiltmp lax liboilfunctions libsimdpack clip fast libs liboiltmp lax liboilfunctions libsimdpack diffsquaresum libs liboiltmp lax liboilfunctions libsimdpack mix libs liboiltmp lax liboilfunctions libsimdpack multsum libs liboiltmp lax liboilfunctions libsimdpack scalaradd libs liboiltmp lax liboilfunctions libsimdpack scalarmult libs liboiltmp lax liboilfunctions libsimdpack sincos libs liboiltmp lax liboilfunctions libsimdpack squaresum libs liboiltmp lax liboilfunctions libsimdpack sum libs liboiltmp lax liboilfunctions libsse clamp sse libs liboiltmp lax liboilfunctions libsse composite sse libs liboiltmp lax liboilfunctions libsse composite sse pix libs liboiltmp lax liboilfunctions libsse composite sse pix libs liboiltmp lax liboilfunctions libsse copy sse libs liboiltmp lax liboilfunctions libsse math sse libs liboiltmp lax liboilfunctions libsse math sse unroll libs liboiltmp lax liboilfunctions libsse multsum sse libs liboiltmp lax liboilfunctions libsse sad sse libs liboiltmp lax liboilfunctions libsse splat sse libs liboiltmp lax liboilfunctions libutf utf libs liboiltmp lax liboilfunctions libutf utf fast lib install name lib liboiltmp dylib compatibility version current version undefined symbols composite argb const src sse pix composite argb sse pix composite argb const mask sse pix composite argb const src sse pix composite argb sse pix composite argb const src sse pix composite argb sse pix composite sse pix composite argb const mask sse composite argb const src sse composite argb sse composite argb const mask sse composite argb const src sse composite argb sse composite argb const src sse composite argb sse composite sse sad sse usr bin libtool internal link edit command failed make liboiltmp error make recursive error snip tried dinking around removing undefined export symbols regex bits seem help take undefined get slightly different error snip libs liboiltmp lax liboilfunctions libsse composite sse pix external relocation entries non writable section text text symbols composite sse pix composite argb const mask sse pix composite argb const src sse pix composite argb sse pix composite argb const src sse pix composite argb sse pix composite argb const src sse pix composite argb sse pix usr bin libtool internal link edit command failed snip disabling sse code makes build complete make check fails compiling mmx test snip usr bin gcc dhave config fno common include wall bsd source gnu source mmx engine var tmp cctpauxg alignment large assumed var tmp cctpauxg alignment large assumed var tmp cctpauxg alignment large assumed var tmp cctpauxg alignment large assumed var tmp cctpauxg alignment large assumed many lines snip help debug let know,1
trying radeonhd driver fedora using xorg drv radeonhd git thinkpad docking station doublesight external monitor detected use vga port flickers start detected using dvi port image quality indeed much nicer dvi monitor dvi worked fine yesterday fglrx installation still console mode windows something radeonhd edid query failing trying suggested hpd swap help attach logfiles cases knowing edid block vga case somehow let force dvi case built panel works great though vga mode dual screen fun wish try works fine,0
gdkpixbuf extract thumbnail crashes file passed found,0
hello trying run megadrive emulator linux http www ghostwhitecrab com generator uses uyvy overlay output would expect tested fglrx driver image running radeon driver git xorg http roms consolemul com index php machine website public domain roms testing thank,1
created attachment fixes typo typo xkeyboard config symbols inet contains calculater instead calculator attached patch fixes,0
runlevel issue sbin telinit instead starting xdm service systemd restarts lot services already running like network even worse closes gettys makes operation pretty painful switching back runlevel instead stopping xdm service systemd restarts lot services including network getty even really honors lot settings starts networkmanager disabled things supposed run switching back sysv init fixed problems,1
