long_description,label
user agent mozilla windows windows gecko firefox build identifier mozilla windows windows gecko firefox deleting items one bookmark manager focus shift downwards list items repetitively delete hits bottom item selected hitting delete cause bookmark manager ignore subsequent delete commands even selected actual item closing bookmark manager restarting solves problem reproducible always steps reproduce open bookmark manager select final item delete item selected select new final item delete commands ignored actual results bookmark manager ignores delete commands restarted expected results allowed focus shifted another item deleted,1
trustdomain function nsstrustdomain findcertificatebyissuerandserialnumber collection may destroyed twice nsspkiobjectcollection getcertificates call fails code fragment collection void nsspkiobjectcollection getcertificates collection nsspkiobjectcollection destroy collection rvcert goto loser nssslotarray destroy slots return rvcert loser collection nsspkiobjectcollection destroy collection slots nssslotarray destroy slots return nsscertificate null,0
domlinkadded removed events fire elements unfortunately fire ways content see stomping dom namespace much latter think fix former,0
bug track bugs needed completed repackages parallel release automation,1
name delete changed else recall number issues,1
http www descargar mozilla com download mozilla fake community site created propose firefox google toolbar,1
dhtml checkbox page actually html extension instead xhtml extension,0
page missing,1
entering invalid email address either assigned input boxes error message returned dbnametoidandcheck displayed without content type header preceeding,0
created attachment bookmarks file import see attached bookmarks file importing file would expect folder added bookmarks actual results http bookmark http google com expected results data bookmark http google com javascript bookmark http google com http bookmark http google com,0
turn nsstring illegal usage detection code see open mailbox imap hit following problme nsmsgdatabase yarntonsstring passing char nsstring illegal way nsstring handle ascii value char data xff without proper conversion stack trace ntdll nsdebug assertion const char const char const char int line bytes copychars char int const char unsigned int unsigned int line bytes nsstr append nsstr const nsstr unsigned int int line bytes nsstring append const char int line bytes nsstring assign const char int line nsmsgdatabase yarntonsstring mdbyarn acc nsstring line nsmsgdatabase rowcellcolumntonsstring nsimdbrow unsigned long nsstring line bytes nsmsgdatabase rowcellcolumntomime decodedstring nsimdbrow unsigned long nsstring line bytes nsmsghdr getmime decodedsubject nsmsghdr const nsstring line nsmessage getmime decodedsubject nsmessage const nsstring line bytes nsmsgmessagedatasource createmessagenamenode nsimessage int nsirdfnode line bytes nsmsgmessagedatasource createmessagenode nsimessage nsirdfresource nsirdfnode line bytes nsmsgmessagedatasource gettarget nsmsgmessagedatasource const nsirdfresource nsirdfresource int nsirdfnode line bytes compositedatasourceimpl gettarget compositedatasourceimpl const nsirdfresource nsirdfresource int nsirdfnode line bytes rdfgenericbuilderimpl substitutetext nsirdfresource nsstring line bytes rdfgenericbuilderimpl buildcontentfromtemplate nsicontent nsicontent nsicontent int nsirdfresource int nsicontent int line bytes rdfgenericbuilderimpl createtemplatecontents nsicontent const nsstring nsicontent int line bytes rdfgenericbuilderimpl createtemplateandcontainercontents nsicontent nsicontent int line bytes rdfgenericbuilderimpl createcontents rdfgenericbuilderimpl const nsicontent line bytes nsxuldocument createcontents nsxuldocument const nsicontent line bytes nsxulelement ensurecontentsgenerated line bytes nsxulelement childcount const nsxulelement const int line bytes nscssframeconstructor tableprocesschildren nsipresshell nsiprescontext nsframeconstructorstate nsicontent nsiframe nsframeitems nstablecreator line nscssframeconstructor constructtablerowframeonly nsipresshell nsiprescontext nsframeconstructorstate nsicontent nsiframe nsistylecontext bcaaf int nsiframe nstablecreator line bytes nscssframeconstructor constructtablerowframe nsipresshell nsiprescontext nsframeconstructorstate nsicontent nsiframe nsistylecontext bcaaf nsiframe nsiframe nstablecreator nstablelist line bytes nscssframeconstructor constructxulframe nsipresshell nsiprescontext nsframeconstructorstate nsicontent nsiframe nsiatom nsistylecontext bcaaf nsframeitems int int line bytes nscssframeconstructor constructframe nsipresshell nsiprescontext nsframeconstructorstate nsicontent nsiframe nsframeitems line bytes nscssframeconstructor createtreewidgetcontent nscssframeconstructor const nsiprescontext nsiframe nsiframe nsicontent nsiframe int int nsilayouthistorystate line bytes nstreerowgroupframe getfirstframeforreflow nsiprescontext line nstablerowgroupframe reflowmappedchildren nstablerowgroupframe const nsiprescontext nshtmlreflowmetrics rowgroupreflowstate unsigned int nstablerowframe nsreflowreason ereflowreason resize int int line bytes nstablerowgroupframe reflow nstablerowgroupframe const nsiprescontext nshtmlreflowmetrics const nshtmlreflowstate unsigned int line bytes nscontainerframe reflowchild nsiframe nsiprescontext nshtmlreflowmetrics const nshtmlreflowstate int int unsigned int unsigned int line bytes nstablerowgroupframe reflowmappedchildren nstablerowgroupframe const nsiprescontext nshtmlreflowmetrics rowgroupreflowstate unsigned int nstablerowframe nsreflowreason ereflowreason resize int int line bytes nstablerowgroupframe reflow nstablerowgroupframe const nsiprescontext nshtmlreflowmetrics const nshtmlreflowstate unsigned int line bytes nscontainerframe reflowchild nsiframe nsiprescontext nshtmlreflowmetrics const nshtmlreflowstate int int unsigned int unsigned int line bytes nstableframe reflowmappedchildren nstableframe const nsiprescontext nshtmlreflowmetrics innertablereflowstate unsigned int line bytes nstableframe resizereflowpass nstableframe const nsiprescontext nshtmlreflowmetrics const nshtmlreflowstate unsigned int line bytes nstableframe reflow nstableframe const nsiprescontext nshtmlreflowmetrics const nshtmlreflowstate unsigned int line bytes nstreeframe reflow nstreeframe const nsiprescontext nshtmlreflowmetrics const nshtmlreflowstate unsigned int line bytes nscontainerframe reflowchild nsiframe nsiprescontext nshtmlreflowmetrics const nshtmlreflowstate int int unsigned int unsigned int line bytes nstableouterframe innertablereflow nstableouterframe const nsiprescontext nshtmlreflowmetrics outertablereflowstate unsigned int line bytes nstableouterframe targetisinnertableframe nstableouterframe const nsiprescontext nshtmlreflowmetrics outertablereflowstate unsigned int line bytes nstableouterframe targetischild nstableouterframe const nsiprescontext nshtmlreflowmetrics outertablereflowstate unsigned int nsiframe line bytes nstableouterframe incrementalreflow nstableouterframe const nsiprescontext nshtmlreflowmetrics outertablereflowstate unsigned int line bytes nstableouterframe reflow nstableouterframe const nsiprescontext nshtmlreflowmetrics const nshtmlreflowstate unsigned int line bytes nstreeouterframe reflow nstreeouterframe const nsiprescontext nshtmlreflowmetrics const nshtmlreflowstate unsigned int line bytes nsboxframeinner flowchildat nsiframe nsiprescontext nshtmlreflowmetrics const nshtmlreflowstate unsigned int nscalculatedboxinfo int int int nsiframe int const nsstring line nsboxframeinner flowchildat nsiframe nsiprescontext nshtmlreflowmetrics const nshtmlreflowstate unsigned int nscalculatedboxinfo int int int nsiframe int const nsstring line bytes nsboxframeinner flowchildren nsiprescontext nshtmlreflowmetrics const nshtmlreflowstate unsigned int nsiframe nsrect nssize int line nsboxframe reflow nsboxframe const nsiprescontext nshtmlreflowmetrics const nshtmlreflowstate unsigned int line nsboxframeinner flowchildat nsiframe nsiprescontext nshtmlreflowmetrics const nshtmlreflowstate unsigned int nscalculatedboxinfo int int int nsiframe int const nsstring line nsboxframeinner flowchildren nsiprescontext nshtmlreflowmetrics const nshtmlreflowstate unsigned int nsiframe nsrect nssize int fdf line nsboxframe reflow nsboxframe const nsiprescontext nshtmlreflowmetrics const nshtmlreflowstate unsigned int line nsboxframeinner flowchildat nsiframe nsiprescontext nshtmlreflowmetrics const nshtmlreflowstate unsigned int nscalculatedboxinfo int int int nsiframe int const nsstring line nsboxframeinner flowchildat nsiframe nsiprescontext nshtmlreflowmetrics const nshtmlreflowstate unsigned int nscalculatedboxinfo int int int nsiframe int const nsstring line bytes nsboxframeinner flowchildren nsiprescontext nshtmlreflowmetrics const nshtmlreflowstate unsigned int nsiframe nsrect nssize int fdf line nsboxframe reflow nsboxframe const nsiprescontext nshtmlreflowmetrics const nshtmlreflowstate unsigned int line nscontainerframe reflowchild nsiframe nsiprescontext nshtmlreflowmetrics const nshtmlreflowstate int int unsigned int unsigned int line bytes rootframe reflow rootframe const nsiprescontext nshtmlreflowmetrics const nshtmlreflowstate unsigned int line nscontainerframe reflowchild nsiframe nsiprescontext nshtmlreflowmetrics const nshtmlreflowstate int int unsigned int unsigned int line bytes viewportframe reflow viewportframe const nsiprescontext nshtmlreflowmetrics const nshtmlreflowstate unsigned int line nshtmlreflowcommand dispatch nshtmlreflowcommand const nsiprescontext nshtmlreflowmetrics const nssize nsirenderingcontext line presshell processreflowcommands presshell const int line presshell flushpendingnotifications presshell const line nsxuldocument flushpendingnotifications nsxuldocument const line nstreerowgroupframe ensurerowisvisible int line nstreeframe ensurerowisvisible nstreeframe const int line nsxultreeelement ensureelementisvisible nsxultreeelement const nsidomxulelement line xultreeelementensureelementisvisible jscontext jsobject unsigned int long abb long line bytes invoke jscontext unsigned int unsigned int line bytes interpret jscontext long eee line bytes invoke jscontext unsigned int unsigned int line bytes interpret jscontext long line bytes invoke jscontext unsigned int unsigned int line bytes nsxpcwrappedjsclass callmethod nsxpcwrappedjsclass const nsxpcwrappedjs unsigned short const nsxptmethodinfo nsxptcminivariant line bytes nsxpcwrappedjs callmethod nsxpcwrappedjs const unsigned short const nsxptmethodinfo nsxptcminivariant line prepareanddispatch nsxptcstubbase unsigned int unsigned int unsigned int line bytes sharedstub line see method simply assign non ascii possible non ascii data nsstring using assign method myarn buf may non ascii data different charset static void nsmsgdatabase yarntonsstring struct mdbyarn yarn nsstring str str assign const char yarn myarn buf yarn myarn fill yarn acc myarn buf myarn fill myarn size myarn myarn form myarn grow turn illegal nsstring detection assertion uncomment following two lines touch nsstr cpp remake form xpcom take minutes mozilla xpcom cvs diff buf index bufferroutines rcs file pub mozilla xpcom bufferroutines retrieving revision diff bufferroutines define debug illegal cast define debug illegal cast define debug illegal cast define debug illegal cast sure priority please understand currently data lostage issue ineffectient memory usage issue,1
user agent build identifier mozilla linux gecko debian page comes claims site work safari reproducible always steps reproduce start mozilla enter www nintendo com url box bingo one bug actual results page comes claims site work safari expected results let browse nintendo site,0
inexplicable crash occurs firedelayedaccessibleevent http crash stats mozilla com query query search signature query type contains query firedelayedaccessibleevent date range value range unit months crashing right null check accessibleevent would seem mean event queue invalid pointers odd since ref counted http bonsai mozilla org cvsblame cgi file mozilla accessible src base nsdocaccessible cpp rev mark crashes occur page loading doc setting caret top could avoid firing event might helpful perf anyway really fix root problem looking advice one,0
started thunderbird build heard since making nagios squawk get around building xulrunner nightly,1
brought developers list end user docs flags guide,1
using lookup string contains inside identifier json parser fails error main window navigator toolbox nav bar search container searchbar anon anonid searchbar textbox anon anonid searchbar engine button anon anonid searchbar popup gutscheine rabatte error syntaxerror json parse string parsed gutschein source file file volumes data build tools mozmill mozmill extension resource modules frame line,1
using way used bug flagtypes set manually,0
click view sidebar press alt notice two items bookmarks history accesskeys underlined rest menus however pressing alt alt activate respective menu item accesskey active visible,0
https addons mozilla org statistics addon seemed skipped april downloads update pings,0
machine paniced reboot bios alerted correctable dram ecc error detected cpu dimm ram stick needs replacing,0
created attachment reduced test test error assertion failed got expected,0
user agent mozilla windows windows gecko firefox build identifier mozilla windows windows gecko firefox window extension browser window cannot opened sidebar without specific extension opened sidebar error show javascript console noticed current profile new one may need set javascript options showinconsole true config show error follows error searchbox properties source file chrome browser content browser line line searchbox focus reproducible always steps reproduce install extension allows open window sidebar download manager tweak embuttons quicknote etc set default set extension open window sidebar open window affected extension open sidebar actual results error mentioned generated javascript console expected results error mentioned generated,1
user agent mozilla macintosh ppc mac mach gecko build identifier mozilla macintosh ppc mac mach gecko well scroll bottom document using key sometime see parts document repaint problem links still active mouse pointer change hover even see drawn scrolling page scroll bar show bug reproducible sometimes steps reproduce open long page see url example scroll bottom using key bug show top scroll key one time repeat step actual results parts top page displayed instead bottom expected results display good part page tested mozilla firefox,1
last component installed error nsxiengine install return install nsinstalldlg performinstall err bail calls errorhandler install errorhandler expects second argument install msg used uninitialized resulting garbage dialog,1
tests bug bug bug bug bug broken need fixed left trunk disabled test unexpected fail chrome mochikit content browser browser components sessionstore test browser browser rich textarea content correctly duplicated got expected unique test unexpected fail chrome mochikit content browser browser components sessionstore test browser browser xss exploit prevented got expected localhost test unexpected fail chrome mochikit content browser browser components sessionstore test browser browser timed test unexpected fail chrome mochikit content browser browser components sessionstore test browser browser timed test unexpected fail chrome mochikit content browser browser components sessionstore test browser browser timed,1
mediawiki extension automaticremote user already tweak setup minimal,1
per sending aki blobs,0
run bit chicken egg problem getting windows bit builds decent state without builds logs eventually symbols developers look able get much help developers debugging issues getting builds nightly state armen able generate bit windows build toolchain works build crashes right away though necessarily want deploy current toolchain across collection buildslaves sure generated builds usable going suggest try something new different talking joduinn morning like hook armen single win builder production master build nightly builds trunk iterate toolchain required trigger builds required generate builds logs developers use working builds agreed upon toolchain scale put win nightly builds experimental dir least start disable updates testing etc mozconfig start,1
user agent mozilla windows windows gecko firefox build identifier mozilla windows windows gecko firefox default disabled select border styling longer matches enabled border reproducible always actual results default disabled select form field border match enabled select border expected results default disabled select form field border match enabled select border note regression default disabled select form field style firefox mozilla displays border correctly disabled border match enabled border select fields css comparison difference solid border way supposed show inset border way showing,1
wrap payloads array remotesetup deal case needs,0
windows networking links computername share supported dance computer lan work anyway greets thijs,1
http www mozilla org firefox whatsnew even going page using told date,1
page frames animated gifs loaded print preview landscape mode orientation changed portrait landscape mode animated gifs begin animate,1
user agent mozilla linux gecko iceweasel debian etch build identifier summary says worker threads master thread server application worker thread accept immediately calls blockinterrupt serve request full completion served request calls unblockinterrupt interrupted worker thread issuing interrupt worker blocking accept bug worker interrupt also interrupts worker transmitfile master sending interrupt signal worker threads master thread blocked sent interrupt master thread blocked sent interrupt master thread blocked sent interrupt master thread blocked sent interrupt master thread blocked sent interrupt master joining worker threads oops transmitfile cat operation interrupted another thread thread shutting oops transmitfile cat operation interrupted another thread thread shutting master thread successfully joined oops transmitfile cat operation interrupted another thread thread shutting oops transmitfile cat operation interrupted another thread thread shutting oops transmitfile cat operation interrupted another thread thread shutting reproducible always,0
devmo landing page sync docs main page appears cron job grabbed put copy index html giles running served header last modified tue aug gmt noticeable affect devnews stories stale consecutive posts share category could course fixed redirect internal external load concern,1
checkin time ago accidentally contained unprotected printfs debug purposes,0
localization note blockedsite properties phishing learnmorelink seems tad misleading see bug nice could clarify affecting markup link anchor text maybe please leave html markup instead text abdulkadir would helped,0
created attachment patch going remaining properties think ought animatable wrote patches easy ones adds support animation border spacing moz transform origin,1
created attachment screenshot extension steps reproduce tools addons extensions select addon publish select existing collection click publish expected result publishing successful actual result publishing stuck ajax loading icon additional info behavior seen publishing note error messages console,1
user agent mozilla windows windows gecko build identifier mozilla windows windows gecko view webpage msie menu line across top web page display current version mozilla firebird reproducible always steps reproduce bring web page compare msie actual results web page came menu everytime expected results displayed menu home faculty academics wphs resources sports results student life alumni found problem firebird installed mozilla problem persisted see problem list current bugs might really use daughters high school web page mozilla firebird whiles acting way switch back msie,1
user agent mozilla windows windows gecko firefox xpcomviewer build identifier build identifier mozilla windows windows pre gecko thunderbird new method void dumpheap string filename reproducible always actual results old uuid expected results new uuid,0
user agent opera windows build identifier mozilla thunderbird http www ietf org internet drafts draft gellens format bis txt format flowed delsp yes defined says line flowed delsp yes trailing space immediately prior line crlf logically deleted mozilla thunderbird support case message mail client supporting using received leading space logically deleted spaces displayed prior omitted crlf reproducible always steps reproduce receive message client supporting format flowed delsp yes opera see spaces displayed instead one crlf,1
bug added new code would prefer error strings defined psm fall back error strings provided nss patch fall back nss error strings incomplete introduced new nsserrors properties file continued look string ids existing file simple fix would move nss error strings existing properties file explicitly want would like nsserrors properties separate file easily get dynamically updated yet future bug get noticed earlier nearly nss error codes overrides defined psm recently reviewed bug removed psm overrides errors today finally noticed provide error explanation attaching patch introduces new string bundle change psm lookup correct bundle file,0
email conversation danm probably scc indirectly realized using pas sctring classes incorrectly probably leaking strings place went code cleaned string usage patch attached moment sent scc look review make sure right way trial fire tell,0
depending line width technical density text find minimum speed autoscroll slightly fast able keep running read large piece text way slow reader slowdown minimum speed ideally controlled preference would greatly appreciated snippets discussion irc ctho away scroll less pixel neilaway could accumulate rounding error handle manually ctho away yeah would work suppose could general autoscroll interval pref unddersatnd easily scroll subpixel amounts comment info useful whether want pref timer subpixel tracking well subpixel tracking sounds nicer right,1
bugzilla helper user agent mozilla macintosh ppc mac gecko buildid traversal api consists two key objects nodeiterator treewalker treewalker implemented nodeiterator nodeiterator implemented mozilla complete api implementation reproducible always steps reproduce execute attached testcase actual results error implemented generated expected results nodeiterator object created,1
javascript app expects window onbeforeunload callback prism window closed need prompt user save unsaved work works fine prism,0
timestamp error referenceerror getpref defined source file chrome messenger content messengercompose addressingwidgetoverlay line addressingwidgetoverlay used several places messagecompose getpref defined,0
user agent mozilla windows windows gecko firefox build identifier guys could please add mozilla feed pmo new amo community mobilizer mozilla http www reybango com index cfm mozilla thanks reproducible always steps reproduce,1
need roll mdc changes breadcrumbs title override extensions output nothing also need enable two extensions happen currently disabled resolve problem displayed tops articles,0
loading page hit assertion framemanager notifydestroyingframe frame removed propertly primary frame map seems bad,1
mozilla linux gecko jdk beta work mozilla win work linux though appear plugins linux windows applet appear load www javasoft com,1
created attachment patch vista current icons address books remote address books bookmarks window currently gnomestripe style vista well fix make use vista specific icons,0
testcase causes scary crash debug build memory address accessed looks random something like xdddddddd xdadadada examples xff stack trace nscachedstyledata getstyledata nsstylestructid const nsrulenode nsstylecontext getstyledata nsstylestructid nsstylecontext cpp nsiframe getstyledata nsstylestructid const nsiframe nsiframe getstyledisplay const nsstylestructlist nscssrendering paintbackgroundwithsc nsprescontext nsirenderingcontext nsiframe nsrect const nsrect const nsstylebackground const nsstyleborder const nsstylepadding const int nsrect nscssrendering cpp tablebackgroundpainter paintcell nstablecellframe int nstablepainter cpp,0
user agent mozilla windows windows gecko build identifier mozilla windows windows gecko select one taks task list change priority progress last selected item affected affect selected items reproducible always steps reproduce,1
patch attach fixes everything found find iname html tmpl xargs gmuck mode html nodeprecated nomimetype one exception exception edit comment text rows attribute required set size using style attribute mozilla seems ignore rows attribute need check guarenteed page wokrs mozilla atm worried browsers mimetype warnings fact use text javascript instead application javascript deliberate decision made old versions something fix although account email confirm html tmpl part may need since imagine browsers issues fixes obvious adding action attribute alt include global useful links html tmpl gmuck warns inconcistant quote style changed use instead quoting search form html tmpl gmuck picked note tag unclosed end template action attribute since opening template one template uses particular template think fairly silly comment removed care want gmuck become part tests see bug thought reporting gmuck bug since gmuck expected know comment scheme,1
camino bfcache enabled browser sessionhistory max viewers camino sometimes crash close tab window quit camino crash bfcache turned crash camino hang seconds nice spinning bathball,1
user agent mozilla windows windows gecko firefox build identifier mozilla windows windows gecko firefox options advanced tabbed browsing force links open new windows open option badly needs exception javascript links especially new tab selected example cases online game sites like pogo com zone msn com open java applet game little window forced use new tab main window new tab resized applet messing tabs open reproducible always steps reproduce www pogo com make sure force links open new window open turned new tab selected pick game enter game room firefox freak actual results firefox resized game sweet tooth case according applet instructions rendering web pages open tabs nearly unreadable resized window correcting pages making game look rather silly expected results case since game opened via javascript link open new window,1
user agent mozilla windows windows gecko firefox build identifier mozilla windows windows gecko firefox cal dateformater formatdateinterval event lasts different days start end times formats incorrectly reproducible always steps reproduce new event start sep end sep select event export event html actual results undefined expected results,0
created attachment patch mozilla tests runtests uses count number tests failures fixes regressions output tinderbox mac returns leading whitespace causes unintended line breaks tinderbox page,0
could perhaps clean remove dom events related interface already see also http wiki mozilla org gecko obsolete api,1
bug list extensions compatible also compatible bug also handles thunderbird compatible extension maxappver updates,1
strange app focus problems happen right click browser window belongs backgrounded instance minefield cause another window opened problem regression caused least triggered patch bug happen roll back bug patch attachment str run minefield make sure least one browser window open click desktop another app put minefield background leave browser window visible right click browser window resulting context menu choose view page source view page info new window appear containing either page source page info minefield still background main menu remain switch minefield menu correct behavior left clicking browser windows browser window page source window page info window switch app focus minefield main menu switch minefield menu possible place keyboard focus windows correct correct behavior restored clicking desktop another app clicking one minefield visible windows easiest way fix bug roll back patch bug given sufficient time may able find another way fix lot time firefox release,0
user agent mozilla windows windows pre gecko minefield pre net clr build identifier please see bug reproducible always,1
use showbuilds cgi tree foo urls foo get index directory long builds box yet panel html even give tree open closed message instead guess actually newly created tree showbuilds cgi mention open closed either,1
created attachment screencast showing misplaced autocompletion dropdown text rendering issues sorry right component use provided url comment bugs merged bug around quite time always forgot file str open http www graememcc cmerge cset click next button upper right scroll bottom click submit changes press key enter value username field even text showing input field entered credentials autocompletion popup misplaced positioned lower right enter text select entry autocompletion dropdown first rendered switching different tab back current one similar action attached screencast issue checked think ryanvm irc experiences issue,0
user agent mozilla windows windows gecko firefox build identifier mozilla windows windows gecko firefox links website aix http ftp mozilla org pub firefox releases contrib firefox powerpc ibm aix tar http ftp mozilla org pub firefox releases contrib firefox powerpc ibm aix tar aix http ftp mozilla org pub mozilla org firefox releases contrib firefox powerpc ibm aix tar http ftp mozilla org pub mozilla org firefox releases contrib firefox powerpc ibm aix tar reproducible always steps reproduce click link specified leads since directory reference incorrect actual results expected results lead download said software,0
user tries get days date return nan instead xsmiles formsplayer return correct value,1
new tab says could downloaded complied build complied typo compiled,0
created attachment fix longer used nsobjectframe manages widget,0
need windows act buildslave building mozilla,1
someone else catch review jerks,0
session created monotonically increasing counter hashed mod operation using size session table base buckets iirc leads sessions created clusters buckets often sharing lock group buckets pallab found uneven distribution lock contention session table locks believes due clustering proposed remedy use multiplier computing hash session grabbed one web search patch forthcoming kirk tested branch seems positive effect,0
bug fixed mozilla display xbm images actually associate mozilla advanced system pref panel,1
title summary triple click selection blocked style changes writing courtesy mjudge steps reproduce launch apprunner view demo debug menu attempt triple click paragraphs style changes basic paragraph paragraph aligned left result happened selection blocked end upon reaching style change bold italics etc first example selection would limited basic paragraph expected selection blocked line break regression occurs mac apprunner optimized build linux apprunner optimized build occur win apprunner optimized build service pack triple click supported configurations tested mac beige power mac mhz powerpc ram used thousands colors mac win vectra mhz ram true color linux vectra mhz ram red hat linux gnome,1
bugzilla helper user agent mozilla windows win gecko buildid try move saved bookmark bookmarks menu toolbar one location root another subfolder subfolder opens drop link try move another link subfolder stays open subfolders open reproducible always steps reproduce click bookmarks toolbar menu subfolders bookmarks drag link subfolder wait opens drop bookmark subfolder try step another bookmark try drop bookmark another subfolder step actual results subfolder step stays open even mouse moved another subfolder opens two subfolders opened expected results first subfolder close,1
warning trailing comma legal ecma object initializers source file chrome browser content sanitize line column source code,1
created attachment email message demonstrating problem seen nightly email imap inbox folder pdf file attachment try open attachment message view pane get window copy message pdf attachment try save attachment file get copy mail message body file copy pdf file view message source copy paste base encoded attachment another window base decode get expected pdf file maybe something wrong mime encoding message maybe tbird confused utf encoding file name copy message attached,1
recently head incidents checked code would even compile detected runtests tinderbox seems runtests cannot presume everyone optional modules installed runtests needs option tinderbox use assures optional module dependencies satisfied check modules,0
time reported http crash stats mozilla com status seems either current time time last report processed basically current time really showing time last report processed submitted figure backlog like intention working correctly right,0
currently pushlog hook checks existence pushlog file file exists empty file happen pushlog feed tried failed open things fall hook check see expected schema exists well,0
created attachment create mini winxp branch trunk boxes nochrome tests part production set interested machines run tests without chrome patch would set mini winxp branch mini winxp trunk running tests without chrome,1
way recurnthweek recurlast messages constructed troublesome languages grammatical gender weekday names varied example polish diacritics removed since utf bugzilla sucks monday poniedzialek grammatical gender masculine sunday niedziela grammatical gender feminine also different grammatical genders adjectives like last numerals like first third varied different genders first monday pierwsz poniedzialek first sunday pierwsz niedziela last monday ostatni poniedzialek last sunday ostatni niedziela messages constructed like recurnthweek month substitued ordinal name xxx day xxx name get one form least two languages polish needed example recurnthweek miesiaca number gives mon pierwszy poniedzialek miesiaca correct tue pierwszy wtorek miesiaca correct wed pierwszy sroda miesiaca incorrect pierwsza sroda miesiaca thu pierwszy czwartek miesiaca correct fri pierwszy piatek miesiaca correct sat pierwszy sobota miesiaca incorrect pierwsza sobota miesiaca sun pierwszy niedziela miesiaca incorrect pierwsza niedziela miesiaca languages suffering may include slavic languages etc probably others,1
user agent mozilla macintosh ppc gecko build identifier mozilla macintosh ppc gecko accessing camino preferences preference settings suddenly empty blank seems happened since caminoblock caminosearch caminooptions caminoflash extensions added clicking preference category makes difference display blank restarting camino restores preference details change editing subsequent access camino preferences reintroduces problem reproducible always,1
user agent mozilla macintosh intel mac pre gecko minefield pre build identifier mozilla macintosh intel mac pre gecko minefield pre counter links hourly browsing activity work nothing opens error fired error uncaught exception exception component returned failure code error illegal value mozistoragestatement getparameterindex nsresult error illegal value location frame chrome aboutme content aboutme processquery line data reproducible always steps reproduce install extension open error console click counter links hourly browsing activity actual results links open expected results links open,0
build breaks perl errors show tinderbox log,1
bugzilla helper user agent mozilla windows windows gecko buildid pop menus working many builds happening last month well reproducible always steps reproduce msnbc website put cursor topics menu upper left try watch popup menus work properly,1
user agent mozilla windows windows gecko build identifier mozilla windows windows gecko ftp links ones nightly builds section mozilla home page shown visited activated reproducible always steps reproduce http mozilla org click ftp link one nightlies see link shown visited may even try reloading actual results link activated still displayed non visited expected results show link visited knew already downloaded file resource changed new nightly uploaded would nice link redisplayed non visited expected behavior http links,1
created attachment rev override product version app version trunk patch sunbird exe compiled incorrect product version information bug equivalent firefox thunderbird bug seamonkey bug,1
single chart try search contains justdave contains bugzilla org resulting query fail tries distinct left join operations table alias order work properly see bug search must single left join case merge criteria,1
currnet cvs seen linux sure seen windows definitely saw windows warning saveoutputstream data loss log bugzilla close browser start longer logged may fact buffered output stream safefileoutputstream unflushed data sure,0
user agent mozilla linux gecko firefox debian package build identifier mozilla linux gecko firefox debian package using multiple calendars one calendar buggy event start date end date week view events calendars start date buggy event disappear bug deprecated since code rewritten trunk anyway figured note clarify others might run bug reproducible always steps reproduce subscribe http www bzzt net arnouten sunbirdbug sunbird ics week week view subscribe http www bzzt net arnouten sunbirdbug thalia ical ics events thursday friday saturday disappear uncheck thalia ical calendar calendars appear actual results events thursday friday saturday disappear expected results sure events disappear sure sunbird,1
following file copied nsimodule please use macro impl nsgetmodule instead cmonkey mozilla xpfe components bookmarks src nsbookmarksservice cpp cmonkey mozilla xpfe components directory nsdirectoryviewer cpp cmonkey mozilla xpfe components history src nsglobalhistory cpp cmonkey mozilla xpfe components regviewer nsregistrydatasource cpp cmonkey mozilla xpfe components related src nsrelatedlinkshandler cpp cmonkey mozilla xpfe components search src nsregistersearch cpp,1
user agent mozilla windows windows gecko firefox build identifier mozilla windows windows gecko firefox right click bookmark context menu appears dead nothing click works reproducible always steps reproduce right click bookmark select item menu appears nothing happens actual results something happen expected results whatever clicked firefox trunk build,0
linux debug cvs trunk build form morning plus patch bug using proxy server get warning loading warning ensure true mpump failed file nsinputstreamchannel cpp line shockwave installed idea important,1
originally posted question mozilla dev mozilla org received replies trying bugzilla route currently main developer firefox thunderbird seamonkey would really like see download numbers three products possibly sunbird lightning platform dev community shrinking want see best commit limited resources please let know possible get numbers releases mozilla org logs info provide get info nightlies ftp mozilla org would interesting secondary,1
created attachment patch,1
current code pointer work string local done also append first time instead flavor assign nsprintfcstring might useful,1
noticed sheer chance win build system installing file name lib dist win obj lib build mozilla modules libpref src mozilla profile acct mozilla modules libpref get following messages clobber build note line says installing win obj lib dist win obj lib lib make install mozilla mozilla modules libpref make install mozilla mozilla modules libpref public make creating typelib xpidlgen pref xpt make installing typelib xpidlgen pref xpt components directory installing xpidlgen pref xpt dist win obj bin components pref xpt make install mozilla mozilla modules libpref src prefapi nspref cpp nsprefbranch cpp nsprefservice cpp nsprefsfactory cpp nsautoconfig cpp make creating dll win obj xppref dll creating library win obj xppref lib object win obj xppref exp installing win obj xppref dll dist win obj bin components xppref dll installing win obj lib dist win obj lib lib installing initpref dist win obj bin defaults pref initpref installing init dist win obj bin defaults pref installing init mailnews dist win obj bin defaults pref mailnews installing init editor dist win obj bin defaults pref editor installing init config dist win obj bin defaults pref config installing win winpref dist win obj bin defaults pref winpref,0
due bug installtrigger like redirect need either use regex make use right host need use relative path approvalfile php,0
build trunk builds mac blank area finished load page http home sina com sina usa resize browser window small resolve problem however scroll bar covered text strings see mac windows linux,1
libfilename test bit builds fails current implementation attempts load libmy shared library search path worked around setting shlib path dll full pathname tests dll directory build tree running test,0
