bug_id,long_description,label
CORE-393906,created attachment testcase assertion invalid offset aoffset mcharcount file users jruderman trunk mozilla gfx thebes src gfxskipchars cpp line ,1
MOZILLA.ORG_GRAVEYARD-480346,yesterday we have noticed that no crash reports could be sent by the crash reporter marcia filed bug on that at around am hours later i ve seen the same problem while trying to investigate a crash i ve cc ed lars on the bug and the problem could be fixed immediately there reason was that no free i nodes were left nagios hasn t detected this problem as consequence we don t have crash reports for about hours yesterday the nagios scripts should be enhanced to cover those disk problems too it s bad when we loose crash reports and are even not able to check own crashes for ourself ,1
SEAMONKEY-78133,from bugzilla helper user agent mozilla en x u linux i buildid i have dl mozilla and installed it from tar gz it starts ok i enter http bugzilla mozilla org query cgi goaheadandlogin into location and start entering my login name into the appropriate dialog as soon i enter the first character of my login name mozilla crashes here is the output from the crash tina tina mozilla mozilla tina tina mozilla run mozilla sh mozilla bin mozilla five home usr local downloads tarballs mozilla mozilla ld library path usr local downloads tarballs mozilla mozilla usr local lib library path usr local downloads tarballs mozilla mozilla usr local downloads tarballs mozilla mozilla components shlib path usr local downloads tarballs mozilla mozilla libpath usr local downloads tarballs mozilla mozilla addon path usr local downloads tarballs mozilla mozilla moz program mozilla bin moz toolkit moz debug moz debugger registering plugin for all types registering plugin for all types javascript error line uncaught exception scrollbars in this skin are not properly supporting mac smart scrolling prefs javascript error line uncaught exception scrollbars in this skin are not properly supporting mac smart scrolling prefs document http bugzilla mozilla org loaded successfully document http bugzilla mozilla org relogin cgi loaded successfully document http bugzilla mozilla org query cgi goaheadandlogin loaded successfully but if i do not start entering my login name and instead of that i click on stop button everything works just fine reproducible always steps to reproduce start mozilla your path to binary mozilla enter http bugzilla mozilla org click on log out of bugzilla click on log in move the mouse into dialog e mail address and click in the field start typing actual results mozilla crashes expected results i should be able to enter into the bugzilla site as i said before everything work ok when i clck first on the stop button and then proceed with entering my login name,0
TOOLKIT-291790,installitem could log more detailed info when it fails to install an item i m not sure whether the log calls will be removed in a release version but the em really ought to log detailed info somewhere if registration of a silently installed extension fails str create an extension with bad install rdf eg a string in em version create a guid file pointing to that bad extension start firefox actual results failure item is not compatible in js console expected elaborate description of what exact part of install rdf em doesn t like as you get when installing an xpi via installtrigger ,0
MAILNEWS_CORE-180806,i m not perfectly sure what i propose is a good idea suppose you are connecting to a server using imap ssl suppose your configuration is to use client authentication with the server where the authentication happens on the ssl layer around the connection suppose when the user opens the connection the prompt comes up that asks the user to enter the password to unlock self s certificate for authentication suppose the user decides to cancel in the above scenario when the user quits the application one can see the mail code is attempting another connection to the server on exit this happens because the imap protocol code is trying to send a logout command which agains triggers the attempt to establish a crypto communication i want to suggest we prevent sending the logout command on closing if it would be the first command to the server ,0
CORE-366029,user agent mozilla windows u windows nt en us rv a gecko minefield a build identifier mozilla windows u windows nt en us rv a gecko minefield a exslt node set is now recognized good however the transformation result with my xslt code isn t quite as expected so there probably is a minor problem left reproducible always steps to reproduce open above url and check the end of the transformation result actual results ietf copyright statements not formatted properly expected results as per produced by saxon x ,0
TAMARIN_GRAVEYARD-402062,created attachment patch to change esc to use callproperty instead of getprop call this patch fixes esc s cogen to emit findproperty callproperty for method calls instead of findproperty getproperty call the previous method wasn t always correct and callproperty is faster anyways ,1
FIREFOX-429447,this is a tracking bug for organizeing the names and locations of firefox s icons for firefox we will likely just start with removing icons that are no longer in use ,1
TECH_EVANGELISM_GRAVEYARD-112118,platform powerbook g mb gb macos x fizzilla build id try the following go to the replaytv website http www replaytv com click order now towards the bottom of the page or simply go to the following url http www sonicblue com preorder what happens an error message displays you cannot connect to outlook replaytv com because of an unknown ssl error what should happen i should be able to connect to the purchase website adam,1
THUNDERBIRD-244247,user agent mozilla windows u windows nt en us rv a gecko firefox build identifier mozilla windows u windows nt en us rv a gecko firefox the initial fokus in firefox just changed to ok please implement this also in thunderbird bug initial focus in help about mozilla firefox should be ok patch by jeff walden r mconnor myrealbox com reproducible always steps to reproduce actual results expected results ,0
WWW.MOZILLA.ORG-352812,the system requirements page for seamonkey returns a error ,0
THUNDERBIRD-234811,note to self remember to port this fix to the trunk for seamonkey and thunderbird ,0
BUGZILLA-175125,gervase markham has requested review for bug fix site navigation html tmpl to link to flags cgi and not attachments one attachment patch v http bugzilla mozilla org attachment cgi id action edit additional comments from requester rubber stamp job gerv,0
SOCORRO-482419,while trying to query the crash stats server the query often times out connection interrupted the connection to the server was reset while the page was loading the network link was interrupted while negotiating a connection please try again steps go to the crash stats server select firefox firefox mac os x open advanced and enter weeks enter getcharwidth in the stack signature box in the popup choose contains click on filter crash reports result very frequent connection timeout errors pinging crash stats mozilla com shows consistent ms latency,1
ADDONS.MOZILLA.ORG_GRAVEYARD-528240,the instructions don t indicate the limitations which could cause add on developers frustration if they run a campaign and get back bad or non useful data http screencast com t mdblyjjjnt the limit in the metrics processing of the src parameter is characters currently if the string is more than characters it is replaced with the string invalid if necessary we could change it to do truncation instead only url safe characters are allowed this includes the unreserved set of characters from rfc section alphanumeric and the reserved characters and percent encoded strings are not decoded and fully count against the character limit if any invalid characters are found in the string the value is replaced with the string invalid note that since external is part of the value the effective limit of customizable strings the add on developer can use is e g src external this is an absurdly long example with all allowed chars ,1
OTHER_APPLICATIONS_GRAVEYARD-390881,created attachment actually seperates skin files for mac and pc others are default no user facing change actually seperates skin files for mac and pc others are default no user facing change,0
NSS-95311,seckey importderpublickey expects a raw der encoded public key if you instead give it a der encoded subjectpublickeyinfo the asn decoder asserts i will attach a simple program to reproduce the error ,1
NSS-388403,i assume the trunk of nss is supposed to work with the trunk of mozilla at least for development purposes that combination does not work for me when i try to start up seamonkey i get the error message about being unable to init nss i traced a bit and nss fails to load a load module loaded there seems to be some corruption going on because after dismissing the error message i get a crash in mozilla not in nss for testing i deleted the existing db files but i get the same broken behavior i m currently running a firefox build and will comment whether this gives the same error i assume it will ,1
CORE-522414,created attachment patch v due to the craziness that is the windows message system we can very easily deadlock when we have native widgets in two processes that are also allowed to synchronously call each other via ipc the only way around this as far as i know is to spin a mini event loop during synchronous calls that will only respond to certain windows messages patch attached that fixes everything i think ,0
FIREFOX-461304,user agent mozilla windows u windows nt en us rv b pre gecko minefield b pre build identifier mozilla windows u windows nt en us rv b pre gecko minefield b pre when you load a page in firefox the location bar makes some magic and decodes the url making c b for instance appearing as all this is fine but when i just go to the location bar and press enter the encoding gets screwed up what i think firefox does wrong it doesn t remember what encoding the page loaded had utf and therefore just encodes it as iso or something like this it should remember the encoding reproducible always steps to reproduce load the url in the url field see that the textbox to the right contains h jning go to the location bar and press enter see how the text box changes to h jning actual results the url encoding changed expected results the url encoding stays the same,1
CORE-239563,user agent mozilla windows u windows nt en us rv gecko firefox build identifier mozilla windows u windows nt en us rv gecko firefox in a popup window clicking this button will cause firefox to crash cancel reproducible always steps to reproduce create popup window in javascript click the button made by button onmousedown javascript window close cancel actual results under windows access violation dissasembly yields it to be a null reference exception expected results closed the popup,1
CORE_GRAVEYARD-212110,attaching a patch in a second,0
THUNDERBIRD-295347,user agent mozilla windows u windows nt fr fr rv gecko firefox build identifier mozilla thunderbird windows when you want to create lists in an pab with same entry coming from another pab or ldap directory this entry appears as many times in the pab than lists with it reproducible always steps to reproduce create pab pab pab create an entry in pab john doe dummy org create empty lists in pab l l drag drop the entry john doe from pab to pab l drag drop the entry john doe from pab to pab l actual results john doe appears twice in pab expected results john doe appears once in pab this bug makes the pab messy and makes users crazy in this case it s very difficult to explain them how to use efficiently the pab so this is an important bug because it creates some distrust opposite thunderbird remark pab is a major function in corporate area it must work with an high reliability before any large enterprise deployment thanks ,1
JSS-313176, ,0
CORE-122787,for publishing i came across this interesting bug for publishing we create an nsiuri with an url that doesn t have the file extension the extension is added later when the code calls nsstandardurl setfilename to set the name with the extension everything is reset except mpath which is left as the path without the extension during publishing the http put tries to getpath but it doesn t get the whole path regardless this seems like it could be a pretty serious problem if someone setfilename to or something less than what was there i have a fix in my own tree but i m not an expert in this area so i d like some idea of the right approach manually fix the mlen for mpath or call some other method to do the recalculation ,0
CORE-139843,a div with overflow auto style containing a table with a width of shows a horizontal scrollbar ,1
NSS-95983,jarver c in function jar validate pkcs jarver c warning cinfo might be used uninitialized in this function here if sec pkcs decoderstart returns null uninitialized cinfo will be compared with null and if it happens to be non null that random pointer will be accessed jarver c in function jar get certificate jarver c warning fing might be used uninitialized in this function here the code seems to be ok but it still would be nice to get rid of compiler warning ,1
CORE-917539,this way c callers can call into js implemented webidl methods sanely and by default get the right behavior null compartment so exception reported before returning ,0
FIREFOX_GRAVEYARD-303412,either the box should float instead of abs pos or the content should have a right margin to avoid the box ,0
MOZILLA.ORG_GRAVEYARD-452088,please set up a repo under projects priorart need access for myself and morgamic to begin ,0
BUGZILLA.MOZILLA.ORG-992767,most of this should be a straight forward backport ,1
MOZILLA.ORG_GRAVEYARD-441238,filed bug as there s an update if the update can be done soon then that will fix this bug otherwise we need a restart of the openfire process asap as it s starting to get quirky planned hours are pm to pm pdt monday as always someone will be available in livechat to confirm we re not logged in with any users ,0
CORE-201054,the ntlm code was never tested for the ssl proxy connect case it turns out that the code path for ssl proxy connect kills the http connection when anything other than a response is returned ntlm authentication naturally fails since it expects the connection to remain open for the next request ,0
CORE-310037,steps to reproduce load data text htmlx foo bar alert x length x length nx is x result the last line of the alert is x is foo expected the last line of the alert is x is foobar or x is foo bar ,1
FIREFOX_FOR_ANDROID-967325,while working on bug i ve found that we could really use a simple way to make asynchronous requests to gecko for example in requestautocomplete we will send edit messages to gecko gecko then does some validation then responds with success or an error by having a real api for this we can hide all of the temporary listeners and unique id generation otherwise required ,1
TOOLKIT-396129,add states for checking compatibility information during an incompatible update check in nsiaddonupdatelistener nsiaddonupdatelistener currently just forwards the states from nsixpiprogressdialog which isn t sufficient for the extension manager since we can successfully install and add on based on its update datasource s compatibility info without this we are unable to determine when an installations has actually finished which causes the following with current trunk builds restart button is enabled before the installation has actually finished during normal operations continue button is enabled before the installation has actually finished during startup tests have to use a timeout see bug we also display an additional add on in the ui during an incompatible update check which i plan on also fixing in this bug ,1
CORE-393695,user agent mozilla windows u windows nt en us rv a pre gecko minefield a pre build identifier remove all the old dead gfx code from nsdevicecontextspec with os reproducible always steps to reproduce ,0
CORE-463209,created attachment patch v when each message box is opened on windows the system sound is not played we should play the sound i searched this bug but i couldn t find this bug but it s strange the attached patch fixes only on windows i m not sure the sounds are needed on other platforms too and how to implement it ,1
TOOLKIT-470429,we are doing more work than needed onitemadded should sync places only if we create an uri item containers don t use moz places table,0
ADDONS.MOZILLA.ORG_GRAVEYARD-273027,user agent mozilla windows u windows nt de de rv gecko firefox build identifier mozilla windows u windows nt de de rv gecko firefox the theme is called brauserix it is a theme for the admirers of asterix comics it is the first version you can download the jar file on http www brauserix de my email is martini brauserix de reproducible always steps to reproduce ,1
MOZILLA.ORG_GRAVEYARD-499623,kubla mozilla com uses an invalid security certificate the certificate is only valid for stage mozilla com,0
CORE-24744,commercial on winnt sp to repro open url lightning bolt image flashes then netscape n logo appears expected next netscape communications text appears below n logo spacing between letters gradually increases and then screen fades to black actual next screen goes white netscape communications text never appears note that this is a regression from commercial on winnt sp in which the same page works as expected temporarily assigning to myself as placeholder marcio will reassign to self and simplify tentatively designating dom as component marcio could you please analyze this narrow down what is failing to a simplified test case and reassign the bug to the appropriate component vidur if it s a dom issue default owner for javascript engine if it s a timer issue thanks ,0
RELEASE_ENGINEERING-393410,the reftest portion of the unittest suite relies on certain options being present in the profile currently we ve been setting these up manually but we need a buildstep in buildbot to create the profile on first run bonus points destroy the profile after use required profile options user pref browser dom window dump enabled true user pref browser sessionstore enabled false user pref javascript options showinconsole true user pref layout fire onload after image background loads true currently these are being run from the default profile if this is changed to a new profile name mozillareftest step will have to be updated to reflect that ,1
NSS-198159,michael hein has tasked me with backporting the fix for the following bug on nss branch pkcs lock contention sessionlock and scalability http bugzilla mozilla org show bug cgi id the sunone webserver team want this for performance gain since nss selfser v is pre l seconds the statistics logging capability the combined patch will integrate these too selfserv needs log stats mode http bugzilla mozilla org show bug cgi id selfserv usage lacks l http bugzilla mozilla org show bug cgi id ,1
CORE-80164, ,0
BUGZILLA-160096,steps to reproduce create a product create a component use some international characters like p ihla ov n u ivatel create a bug for the product and component i had this done in previous version already the problem may apeare here probably edit the bug add some comments and submit keep the component as is ezpected all international characters will appeare correctly submit will succeed observed some international characters were shown incorrectly submit failed with message a legal component must be selected reason all html pages miss encoding information and when browser selects some default it is sometime incorrect solution edit header html tmpl and add line into html header with encoding i used windows remaining topics to solve it would be advisable to have parameter for bugzilla to specify what encoding is to be used i will create a bug enhancment for sending e mails ,1
MOZILLA.ORG_GRAVEYARD-412847,who knows where the images uploaded into the mdc wiki are stored i need to get a zip archive of them delivered to the mindtouch guys for the deki wiki conversion before i go on my two week leave after tomorrow ,0
RELEASE_ENGINEERING-488887,i d like to get a copy of the places sqlite file after a tp run on os x i don t care about since the regression from bug showed up on both but only os x doesn t matter what run either thanks ,0
ADDONS.MOZILLA.ORG_GRAVEYARD-494077,created attachment screenshot extension steps to reproduce tools addons extensions select any addon publish select any existing collection click publish expected result publishing is successful actual result publishing is stuck with the ajax loading icon additional info same behavior is seen when publishing with a note no error messages in the console,1
CORE-123049,not sure exactly who to give this to so i m cc ing some layout heavy hitters and assigning it to myself this bug was originally reported as bug composer crashes when loading pages with an html select element framemanager getprimaryframefor for which i checked in a work around the basic problem is that nsstylechangelist appendchange does not deal with the fact that anonymous frames can point to either an anonymous content node or the content node for a parent frame should two or more sibling anonymous content frames require a frame change we can get into trouble if we push an anonymous content node on the changelist and then push the parent content node on the list as the result of a sibling frame who s content pointer pointed to the parent content node nscssframeconstructor processrestyledframes processes the changelist backwards which means it would process the parent content node first so as a result we end up blowing away the entire frame hierarchy including the anonymous content frames and all their anonymous content leaving deleted nodes in the change list that will be processed when they do get processed we usually crash some place like getprimaryframefor i ll attatch a js test case that demostrates this crash rather easily in the browser and viewer it s probably a good idea to read over the comments dbaron and i made in bug for more details a stack trace for the crash looks something like this framemanager getprimaryframefor framemanager const x d e nsicontent x ab b nsiframe x ccec line bytes presshell getprimaryframefor const presshell const x b nsicontent x ab b nsiframe x ccec line bytes nscssframeconstructor recreateframesforcontent nsiprescontext x nsicontent x ab b int nsistylerule x nsistylecontext x line nscssframeconstructor processrestyledframes nscssframeconstructor const x d nsstylechangelist nsiprescontext x line nscssframeconstructor attributechanged nscssframeconstructor const x d nsiprescontext x nsicontent x c fbb int nsiatom x a int int line stylesetimpl attributechanged stylesetimpl const x a nsiprescontext x nsicontent x c fbb int nsiatom x a int int line presshell attributechanged presshell const x b nsidocument x cf nsicontent x c fbb int nsiatom x a int int line bytes nsdocument attributechanged nsdocument const x cf nsicontent x c fbb int nsiatom x a int int line bytes nshtmldocument attributechanged nshtmldocument const x cf nsicontent x c fbb int nsiatom x a int int line nsgenerichtmlelement setattr nsgenerichtmlelement const x c fbb int nsiatom x a const nsastring int line nsgenerichtmlelement setformcontrolattribute nsiform x int nsiatom x a const nsastring int line bytes nsgenerichtmlcontainerformelement setattr nsgenerichtmlcontainerformelement const x c fbb int nsiatom x a const nsastring int line nsgenerichtmlelement setattr nsgenerichtmlelement const x c fbb nsinodeinfo x d const nsastring int line bytes nsgenerichtmlcontainerformelement setattr nsgenerichtmlcontainerformelement const x c fbb nsinodeinfo x d const nsastring int line nsgenericelement setattribute nsgenericelement const x c fbb const nsastring const nsastring line bytes nsgenerichtmlelement setattribute nsgenerichtmlelement const x c fbb const nsastring const nsastring line nshtmlselectelement setattribute nshtmlselectelement const x c fbb const nsastring const nsastring line bytes xptc invokebyindex nsisupports x c fbe unsigned int unsigned int nsxptcvariant x d f line xpcwrappednative callmethod xpccallcontext xpcwrappednative callmode call method line bytes xpc wn callmethod jscontext x a jsobject x d d unsigned int long x cfad c long x d d line bytes js invoke jscontext x a unsigned int unsigned int line bytes js interpret jscontext x a long x e c line bytes js invoke jscontext x a unsigned int unsigned int line bytes js internalinvoke jscontext x a jsobject x d long unsigned int unsigned int long x e c long x e ec line bytes js callfunctionvalue jscontext x a jsobject x d long unsigned int long x e c long x e ec line bytes nsjscontext calleventhandler nsjscontext const x fb c void x d void x d c unsigned int void x e c int x e int line bytes nsjseventlistener handleevent nsjseventlistener const x d bc nsidomevent x c fb line bytes nseventlistenermanager handleeventsubtype nslistenerstruct x nsidomevent x c fb nsidomeventtarget x ab unsigned int unsigned int line bytes nseventlistenermanager handleevent nseventlistenermanager const x d bb nsiprescontext x nsevent x f c nsidomevent x f nsidomeventtarget x ab unsigned int nseventstatus x f line bytes nsgenericelement handledomevent nsgenericelement const x d b nsiprescontext x nsevent x f c nsidomevent x f unsigned int nseventstatus x f line nshtmlinputelement handledomevent nshtmlinputelement const x d b nsiprescontext x nsevent x f c nsidomevent x unsigned int nseventstatus x f line bytes presshell handleeventinternal nsevent x f c nsiview x unsigned int nseventstatus x f line bytes presshell handleeventwithtarget presshell const x b nsevent x f c nsiframe x b c nsicontent x d b unsigned int nseventstatus x f line bytes nseventstatemanager checkforanddispatchclick nseventstatemanager const x a nsiprescontext x nsmouseevent x f c nseventstatus x f line bytes nseventstatemanager posthandleevent nseventstatemanager const x a nsiprescontext x nsevent x f c nsiframe x b c nseventstatus x f nsiview x da line bytes presshell handleeventinternal nsevent x f c nsiview x da unsigned int nseventstatus x f line bytes presshell handleevent presshell const x b c nsiview x da nsguievent x f c nseventstatus x f int int line bytes nsview handleevent nsview const x da nsguievent x f c unsigned int nseventstatus x f int int line nsview handleevent nsview const x d nsguievent x f c unsigned int nseventstatus x f int int line nsview handleevent nsview const x d f nsguievent x f c unsigned int nseventstatus x f int int line nsviewmanager dispatchevent nsviewmanager const x ab nsguievent x f c nseventstatus x f line handleevent nsguievent x f c line nswindow dispatchevent nswindow const x c fc nsguievent x f c nseventstatus nseventstatus eignore line bytes nswindow dispatchwindowevent nsguievent x f c line nswindow dispatchmouseevent unsigned int nspoint x line bytes childwindow dispatchmouseevent unsigned int nspoint x line nswindow processmessage unsigned int unsigned int long long x fd line bytes nswindow windowproc hwnd x b e unsigned int unsigned int long line bytes user e e user e e user e nsappshellservice run nsappshellservice const x d a line main int char x c nsisupports x line bytes main int char x c line bytes maincrtstartup line bytes,1
CORE-141132,from bugzilla helper user agent mozilla windows u win en us rv rc gecko buildid mozilla displays letter the last letter of cyrillic abc in the other font than other letters this effect appears in some cases default font on the page tab title text etc reproducible always,1
NSS-493258,this bug requests inclusion in the nss root certificate store of the following certificate owned by verizon friendly name cybertrust global root certificate location http cacert omniroot com ct root ss crt sha fingerprint f e b bf f c ac c c ca a a c b cc c trust flags websites test url https secure ichotelsgroup com this ca has been assessed in accordance with the mozilla project guidelines and the root certificate have been approved for inclusion in bug the next steps are as follows a representative of the ca must confirm that all the data in this bug is correct and that the correct certificate s have been attached they must also specify what os they would like to use to perform the verification below a mozilla representative creates a test build of nss with the new certificate s and attaches nssckbi dll to this bug a representative of the ca must download this drop it into a copy of firefox and or thunderbird on the os in question and confirm by adding a comment here that the certificate s have been correctly imported and that websites work correctly the mozilla representative checks the certificate s into the nss store and marks the bug resolved fixed at some time after that various mozilla products will move to using a version of nss which contains the certificate this process is mostly under the control of the release drivers for those products ,0
SEAMONKEY-506510, this bug was initially created as a clone of bug when no account are set up the message filters menu is not disabled as it should be fixed for tb in bug ,0
CORE-224087, users timeless mozilla content base src nsplaintextserializer cpp in member function void nsplaintextserializer write const nsastring warning comparison is always true due to limited range of data type warning comparison is always true due to limited range of data type,0
MAILNEWS_CORE-286881, mozilla thunderbird version nightly w se warning trailing comma is not legal in ecma object initializers source file file w program files mozilla thunderbird components newsblog js line source code warning trailing comma is not legal in ecma object initializers source file file w program files mozilla thunderbird components newsblog js line column source code when starting tb ,1
CORE-482013,created attachment patch,0
FIREFOX_BUILD_SYSTEM-184182,i just spent a while an hour or so at least building the current phoenix source then as chrome was being archived updating skin classic global toolbarbutton css deflated updating skin classic global button css deflated gmake leaving directory home bzbarsky phoenix src mozilla toolkit skin unix unknown option making chrome home bzbarsky phoenix src mozilla toolkit dist bin chrome toolkit jar file spec version required this is only version at config preprocessor pl line begin failed compilation aborted at config preprocessor pl line preprocessing of content viewzoomoverlay js failed at config make jars pl line chunk gmake libs error it would really help to do this check before the compile starts ,1
CORE-48138,this is using the m build with fullcircle under win gecko go to the specified url and read about the top ten released dreamcast games note that the text describing each game flows over the screenshot of the game rather than around it my programmer s intuition says this has something to do with a each image is align right b they don t specify the height and width for the images in the html and c it s nested a couple levels deep in tables i spent a little time trying to make a minimal case for this but mozilla handled em fine so i m wimping out and just sending you the original url sorry ,1
TOOLKIT-434805,created attachment v the url classifier relies on synchronous off to get decent update performance on its large transactions this opens up the possibility of db corruption in the case of a badly timed power failure there s no user data lost we just need to rebuild the db from the server right now we only reset the db if the corruption is detected when the database is open which isn t always the case attached patch will recover from corruption detected during the update or lookup process as it stands right now if corruption is detected during the update lookup processes the update lookup will fail silently and it won t fix itself ,1
ENTERPRISE_INFORMATION_SECURITY-803307,tracking bug for pip fixes,1
SEAMONKEY-356649,user agent mozilla x u linux i it rv gecko fedora fc firefox pango text build identifier mozilla x u linux i it rv gecko fedora fc firefox pango text fix a few errors found by rafal likus consistent use of colons for ui elements reproducible always,0
CAMINO_GRAVEYARD-483426,there have been a few random complaints about this on the forum but none of the people ever followed through however hendy noticed this when he last pulled out his g ibook for testing and made the sample page in the url field you can see from his screenshot that active windows have the inactive style pinstriped bookmark bar instead of the former gradient bar the last two checkins that touched this code are bug and bug but both of them cross landed so that makes them unlikely hendy was investigating and as of last night his working theory was maybe the differences in bool hasunifiedtoolbarappearance in browserwindow between branch and trunk could be the problem those were introduced by bug on the trunk http bonsai mozilla org cvsblame cgi file mozilla camino src browser browserwindow mm rev mark http bonsai mozilla org cvsblame cgi file mozilla camino src browser browserwindow mm rev mark ,0
MOZILLA.ORG-425816,could we get laura access to sumo in svn projects sumo thanks ,0
RELEASE_ENGINEERING-458243,this link will age away in a little while http ftp mozilla org pub mozilla org firefox tinderbox builds mozilla central linux but rest assured that there is an x linux build in it as far as i know only i builds should be in mozilla central linux these x builds looks like they are being misplaced due to a code refactor ,1
TOOLKIT-443037,created attachment add implements the interface is implemented but the binding doesn t claim to do so this breaks accessibility for certain nodes where the accessible name should be read from the label instead of its child nodes ,0
FIREFOX-494210,browser components preferences sanitize xul a dialog involved with the privacy prefpane and browser base content sanitize xul the clear recent history dialog take their widths from the same dialog width entity in browser locales en us chrome browser sanitize dtd but with bug landed the two dialogs are now quite different a good width for one can be a bad width for the other see bug comment and bug localizers should be able to specify independent widths for the two ,1
MOZILLA.ORG_GRAVEYARD-500058,would it be possible to get munin cacti monitoring on production master i m interested in tracking cpu usage system load memory swap usage over time ,0
MOZILLA_LABS-515480,created attachment current page with bug users can always click on a unified install link to get the feature or addon feature the current install links are small as a reminder that jetpack needs to be first installed ,0
MOZILLA_LOCALIZATIONS-254325,user agent mozilla windows u windows nt en us rv a gecko mnenhy build identifier mozilla windows u windows nt en us rv a gecko mnenhy file hat eigentlich keinen inhalt fehlt aber im heutigen xpi reproducible always steps to reproduce ,0
CALENDAR-351870,user agent mozilla windows u windows nt pl rv gecko firefox build identifier mozilla windows u windows nt en us rv a gecko calendar a it was not big problem if multiselection in main view was disabled however because of bug it could be nice if i can select and unselect events using main view right now it is supported only via unifinder reproducible always steps to reproduce create two events select first one press it press ctrl and click second event do not release ctrl and click again second event actual results second event is editable i can modify title expected results second event should not be selected,1
CORE-129960,spinning this off from bug comment we need to backslash escape special characters in uris per the spec once we do this we need to teach the code for the background image context menu about this ,0
FIREFOX_OS_GRAVEYARD-929919,update the logic in getthreads method due to now it s not well optimized ,1
FIREFOX-369314,if you have the latest firefox release build set as your default browser and install the latest trunk nightly it takes over as the default browser this interferes with the ability to test trunk nightlies without impact to your normal browser usage whatever it is the code in this checkin is trying to fix it should only be doing it if the new version is being installed in the same folder as the previous default browser ,0
OTHER_APPLICATIONS-471086,created attachment evalsilent this would be pretty handy for fancy aliases i m suggesting evalsilent so that evals will work too ,0
SOCORRO-424952,this seems to vary pretty wildly but mostly when i am searchng through the topcrashers looking at particular stacks etc it can take minutes for socorro to respond with results i can literally go make a cup of tea while i am waiting for my data to arrive ,1
CALENDAR-350323,i personally never liked the way that the selected calendar in the listbox is the calendar in which new items are created there is no ui hint to that anywhere you just have to know it maybe we need some checkbox in the listbox one that gets remembered across sessions ,1
SEAMONKEY-108612,please provide a patch to remove sidebar to the bug for further analysis ,1
CAMINO_GRAVEYARD-342594,user agent mozilla macintosh u ppc mac os x mach o en rv a gecko camino build identifier mozilla macintosh u ppc mac os x mach o en rv a gecko camino set about blank as home page uri open new tab window reload button the menu item and the contextual menu item for reload are all active but there is nothing to reload technically about blank is not empty but still in firefox and safari those items are disabled reproducible always expected results reload button the menu item and the contextual menu item disabled when loading about blank page,1
CORE_GRAVEYARD-200063,user agent mozilla compatible konqueror linux build identifier cvs from mozilla about est on load mozilla dumps the attached output stack trace reproducible always steps to reproduce start mozilla built from cvs all dependencies were built of recent versions from source,0
MAILNEWS_CORE-450991,created attachment screen shot of negative number in order received column app name thunderbird version b pre buildid id f e d a d bdfdc gecko minversion a pre maxversion a pre on ms win xp sp number in order received column becomes negative when mail s offset in local mail folder file exceeds gb sort order is proper sorted by value of bit unsigned integer so it looks to be display only issue treated as bit signed integer possibly due to common module for winlinuxmac os mail folder file greater then gb is supported by nspr for win only note this bug s problem is minor but critical issues such as bug really exist due to insuffient changes after support of mail folder file greater than gb ,1
MAILNEWS_CORE-440219,created attachment proposed fix david ascher reported this emre was able to reproduce something similar and i can reproduce it this way hide the message pane select an imap folder delete a bunch of messages by holding down the delete key let go of the delete key you ll see the deleted messages reappear and then disappear the issue is that when we connect to the imap server and try to sync the folder we check for messages that were offline deleted i e have offline delete ops in the database but if the offline playback has started for those messages they re removed from the database so there s a window where the header is not in the db but the delete hasn t happened on the server this is because offline operations are removed cleared when playback starts i m going to submit a patch that postpones the removal of the offline ops until the operation has actually finished on the server this will allow us to better handle failures playing back offline operations though we run the risk of getting stuck with an offline operation which is a bit scary ,0
DIRECTORY-281140,user agent mozilla x u linux i en us rv gecko firefox build identifier mozilla x u linux i en us rv gecko firefox common c uses getpass for non win and non solaris to prompt for password when using the w option this is an obsolescent interface on hp ux because it supports only up to character passwords reproducible always steps to reproduce ldapsearch s base b d uid testguydc exampledc com w objectclass enter bind password testtesttest actual results ldap simple bind invalid credentials expected results ldap success,0
WEBSITES-360279,user agent mozilla windows u windows nt en us rv gecko firefox build identifier mozilla windows u windows nt en us rv gecko firefox one this page http www mozilla org projects calendar sunbird download html current link http releases mozilla org pub mozilla org calendar sunbird nightly latest trunk should be http ftp mozilla org pub mozilla org calendar sunbird nightly latest trunk reproducible always,0
MAILNEWS_CORE-450149,as part of the interface refactoring we want to implement a cardforproperty function see url this can be on nsiabdirectory in the first instance if nsiabcollection doesn t exist there is already a mork specific implementation on nsiaddrdatabase ,1
MAILNEWS_CORE-309444,user agent mozilla x u linux i en us rv gecko firefox build identifier mozilla x u linux i en us rv gecko firefox a typo is broking the listxactiveresponse feature while potentially creating a minor security bug if s char flags ought to be big enough s pr sscanf s d d s m firstpossiblearticle m lastpossiblearticle flags at line the condition is obviously erroned and will always be true and should be if s if s the write in memory at line is safe in worst scenario it s overwriting the terminating null byte by a new null byte but the sscanf at line isn t s could be out of bound of the buffer potentially disclosing a part of the heap if it does match the required format i believe this bug is very minor and the security impact nearly null i set the sensitive flag by precaution feel free to remove it at any time if you think it s the right things to do reproducible always steps to reproduce i didn t try to reproduce trigger it i imagine it s easily doable by returning invalid input full of or t to match the net if space line ,0
MOZILLA.ORG_GRAVEYARD-373052,go to https lists mozilla org admindb dev tech crypto expect moderator login page actual forbidden started sometime since the morning of march ,0
