Tempo,Estação,LAT,LONG,Movimentação,Original_473,Original_269,Zero,Maçã-Verde,Tangerina,Citrus,Açaí-Guaraná,Pêssego,TARGET
2018-6-18,Brás,-23.5451,-46.6162,71478,20,50,34,24,43,43,37,4,REABASTECER
2019-6-11,Brás,-23.5451,-46.6162,71188,49,9,8,42,43,43,26,32,NORMAL
2019-7-27,Brás,-23.5451,-46.6162,72546,28,52,16,29,21,28,12,28,NORMAL
2019-2-18,Brás,-23.5451,-46.6162,70837,43,23,9,43,36,12,10,30,REABASTECER
2018-6-27,Brás,-23.5451,-46.6162,70517,17,60,39,43,6,25,9,12,NORMAL
2018-7-21,Brás,-23.5451,-46.6162,73154,32,27,16,13,37,37,41,31,NORMAL
2018-2-14,Barra Funda,-23.5542,-46.6707,148755,86,16,40,10,32,22,29,40,NORMAL
2018-2-22,Barra Funda,-23.5542,-46.6707,149945,5,19,49,25,39,35,38,9,NORMAL
2018-11-5,Brás,-23.5451,-46.6162,73908,28,19,51,43,34,43,8,11,NORMAL
2018-11-15,Brás,-23.5451,-46.6162,71414,19,19,53,43,31,16,10,14,NORMAL
2019-2-9,Brás,-23.5451,-46.6162,70843,48,20,3,31,25,40,43,23,REABASTECER
2019-10-3,Brás,-23.5451,-46.6162,73918,50,21,11,31,8,36,4,26,REABASTECER
2019-12-25,Brás,-23.5451,-46.6162,72855,25,30,11,13,43,13,31,33,NORMAL
2019-10-3,Barra Funda,-23.5542,-46.6707,148219,86,9,43,21,43,31,38,6,NORMAL
2018-12-21,Barra Funda,-23.5542,-46.6707,147871,22,11,29,14,4,35,43,43,NORMAL
2019-1-29,Barra Funda,-23.5542,-46.6707,148035,13,42,14,34,7,42,19,27,NORMAL
2018-6-25,Barra Funda,-23.5542,-46.6707,147332,86,60,20,43,26,28,39,25,NORMAL
2018-2-9,Tatuapé,-23.5402,-46.5765,67942,50,16,53,31,8,21,7,17,NORMAL
2018-7-13,Barra Funda,-23.5542,-46.6707,147085,86,30,21,16,39,28,11,39,NORMAL
2018-4-18,Tatuapé,-23.5402,-46.5765,68595,63,43,31,14,39,32,22,33,NORMAL
2019-8-23,Barra Funda,-23.5542,-46.6707,148202,44,39,37,31,34,14,14,13,NORMAL
2018-7-19,República,-23.5436,-46.6434,110635,32,12,34,39,19,37,35,24,NORMAL
2018-1-17,República,-23.5436,-46.6434,109436,32,26,25,40,21,40,19,27,NORMAL
2018-8-14,República,-23.5436,-46.6434,109897,43,36,52,16,43,9,27,18,NORMAL
2018-10-23,República,-23.5436,-46.6434,110711,79,56,36,13,43,29,25,26,NORMAL
2018-11-13,República,-23.5436,-46.6434,107184,62,65,17,37,7,22,30,34,NORMAL
2018-2-23,República,-23.5436,-46.6434,109184,33,52,49,6,2,9,43,7,NORMAL
2019-12-29,República,-23.5436,-46.6434,107824,74,48,29,34,8,30,28,17,NORMAL
2018-5-1,República,-23.5436,-46.6434,108824,42,25,49,12,34,16,4,39,REABASTECER
2018-2-26,Higienópolis-Mackenzie,-23.5488,-46.6519,89602,50,50,12,4,7,26,36,28,NORMAL
2018-4-15,Higienópolis-Mackenzie,-23.5488,-46.6519,92470,86,6,20,43,15,35,41,2,REABASTECER
2019-11-16,República,-23.5436,-46.6434,108880,37,44,11,30,35,25,20,12,NORMAL
2018-10-9,Higienópolis-Mackenzie,-23.5488,-46.6519,92947,66,48,47,18,38,13,41,33,NORMAL
2019-1-24,República,-23.5436,-46.6434,108958,57,39,59,15,13,30,43,43,NORMAL
2019-1-10,Higienópolis-Mackenzie,-23.5488,-46.6519,93414,72,40,2,35,43,29,14,23,NORMAL
2019-4-26,República,-23.5436,-46.6434,110093,17,3,12,37,24,43,13,29,REABASTECER
2019-6-12,República,-23.5436,-46.6434,108582,77,6,13,17,12,21,29,20,NORMAL
2019-6-22,República,-23.5436,-46.6434,108286,58,13,6,23,12,29,32,17,REABASTECER
2019-6-18,Higienópolis-Mackenzie,-23.5488,-46.6519,92606,54,10,51,22,26,34,32,19,NORMAL
2018-4-19,Faria Lima,-23.5675,-46.6929,54906,59,43,30,23,37,28,38,3,REABASTECER
2018-6-30,Higienópolis-Mackenzie,-23.5488,-46.6519,90253,33,65,8,10,39,42,40,38,NORMAL
2018-9-8,Higienópolis-Mackenzie,-23.5488,-46.6519,91635,46,36,8,36,36,42,39,24,NORMAL
2018-8-1,Faria Lima,-23.5675,-46.6929,53434,64,48,34,9,26,7,13,26,NORMAL
2019-2-11,Higienópolis-Mackenzie,-23.5488,-46.6519,89911,6,62,60,9,34,19,16,32,REABASTECER
2019-1-11,Faria Lima,-23.5675,-46.6929,54370,65,20,36,24,31,43,6,26,REABASTECER
2019-4-22,Faria Lima,-23.5675,-46.6929,51471,49,7,35,10,12,43,43,25,REABASTECER
2018-7-28,Faria Lima,-23.5675,-46.6929,54166,4,60,55,14,40,18,24,32,NORMAL
2019-4-11,Faria Lima,-23.5675,-46.6929,53096,67,65,44,43,8,41,37,22,NORMAL
2018-3-20,Pinheiros,-23.5664,-46.703,77818,76,38,44,13,31,30,10,40,NORMAL
2019-8-28,Faria Lima,-23.5675,-46.6929,54549,61,60,65,21,7,18,31,25,NORMAL
2018-8-11,Faria Lima,-23.5675,-46.6929,51583,44,45,31,21,25,16,11,28,NORMAL
2018-7-2,Pinheiros,-23.5664,-46.703,77243,46,7,3,43,43,38,3,26,NORMAL
2018-11-30,Faria Lima,-23.5675,-46.6929,51771,25,65,60,33,24,34,41,19,NORMAL
2019-3-1,Faria Lima,-23.5675,-46.6929,53570,6,54,5,17,2,43,18,43,REABASTECER
2019-3-2,Pinheiros,-23.5664,-46.703,78772,2,49,19,36,38,42,39,31,NORMAL
2019-3-15,Pinheiros,-23.5664,-46.703,78368,50,35,65,36,21,43,29,31,NORMAL
2018-6-13,Pinheiros,-23.5664,-46.703,78497,56,58,65,30,30,13,38,17,NORMAL
2019-5-3,Pinheiros,-23.5664,-46.703,76804,9,24,36,16,8,17,18,7,NORMAL
2019-6-27,Pinheiros,-23.5664,-46.703,76129,86,65,51,35,8,14,13,11,NORMAL
2018-6-25,Pinheiros,-23.5664,-46.703,79864,30,39,52,27,27,24,30,10,NORMAL
2018-9-14,Pinheiros,-23.5664,-46.703,77060,12,20,65,25,20,29,21,34,REABASTECER
2018-10-1,Butantã,-23.5844,-46.7252,65340,86,28,39,12,43,43,32,36,NORMAL
2018-4-12,Barra Funda,-23.5542,-46.6707,150578,28,65,19,9,12,16,8,8,NORMAL
2018-6-4,Barra Funda,-23.5542,-46.6707,147725,31,52,44,39,23,18,28,20,NORMAL
2019-11-21,Barra Funda,-23.5542,-46.6707,147081,11,52,26,41,22,15,11,33,NORMAL
2018-10-8,Tatuapé,-23.5402,-46.5765,69107,86,65,55,3,19,41,24,43,REABASTECER
2018-10-28,Tatuapé,-23.5402,-46.5765,70194,62,15,52,32,24,40,35,11,NORMAL
2018-5-11,Tatuapé,-23.5402,-46.5765,70826,33,34,65,18,27,40,21,26,NORMAL
2018-6-20,Tatuapé,-23.5402,-46.5765,67132,86,13,33,15,41,7,43,17,NORMAL
2019-9-10,Barra Funda,-23.5542,-46.6707,148443,34,8,65,38,11,14,35,20,REABASTECER
2019-12-9,Barra Funda,-23.5542,-46.6707,147967,86,6,16,40,33,7,28,37,REABASTECER
2019-3-1,Tatuapé,-23.5402,-46.5765,70502,40,49,3,26,43,17,21,16,REABASTECER
2018-1-12,República,-23.5436,-46.6434,108095,77,56,58,12,43,13,43,43,NORMAL
2019-11-7,Tatuapé,-23.5402,-46.5765,69417,86,49,16,36,33,28,25,33,NORMAL
2018-3-8,República,-23.5436,-46.6434,107074,42,21,16,5,25,9,33,31,NORMAL
2019-5-17,Tatuapé,-23.5402,-46.5765,70230,65,61,65,39,29,3,6,14,NORMAL
2018-4-19,República,-23.5436,-46.6434,109008,86,39,55,15,35,8,2,5,REABASTECER
2019-8-19,Tatuapé,-23.5402,-46.5765,69517,38,38,1,43,43,21,38,35,NORMAL
2019-6-11,República,-23.5436,-46.6434,110485,86,12,22,18,17,24,35,25,NORMAL
2018-8-27,República,-23.5436,-46.6434,110093,5,51,20,17,40,11,20,16,REABASTECER
2018-9-9,República,-23.5436,-46.6434,108177,65,56,14,27,41,9,18,19,NORMAL
2019-8-17,República,-23.5436,-46.6434,109101,24,56,24,5,41,14,26,41,REABASTECER
2019-12-7,Tatuapé,-23.5402,-46.5765,70709,42,44,60,25,43,22,25,39,NORMAL
2018-1-13,República,-23.5436,-46.6434,110990,64,51,48,10,37,8,39,41,NORMAL
2019-5-23,República,-23.5436,-46.6434,107399,17,58,14,23,43,10,23,10,NORMAL
2018-6-19,Higienópolis-Mackenzie,-23.5488,-46.6519,90350,50,63,14,12,40,30,39,43,NORMAL
2019-8-23,República,-23.5436,-46.6434,110024,44,16,53,27,19,36,43,13,NORMAL
2019-1-13,República,-23.5436,-46.6434,110487,75,35,2,11,10,24,35,43,REABASTECER
2019-12-30,República,-23.5436,-46.6434,110785,67,42,20,34,3,27,22,14,NORMAL
2018-3-14,Higienópolis-Mackenzie,-23.5488,-46.6519,92675,49,7,15,38,15,13,5,43,REABASTECER
2019-9-16,Higienópolis-Mackenzie,-23.5488,-46.6519,90953,40,38,61,43,22,36,4,31,REABASTECER
2019-1-5,Higienópolis-Mackenzie,-23.5488,-46.6519,91947,30,1,36,5,20,40,28,43,REABASTECER
2019-11-23,Higienópolis-Mackenzie,-23.5488,-46.6519,89604,11,29,51,16,13,11,38,21,REABASTECER
2018-3-22,Higienópolis-Mackenzie,-23.5488,-46.6519,91338,52,19,28,13,23,32,16,11,NORMAL
2018-3-14,Faria Lima,-23.5675,-46.6929,52105,51,44,20,33,43,38,5,21,NORMAL
2019-7-7,Vila Mariana,-23.5895,-46.6346,23501,62,57,35,37,13,8,16,30,NORMAL
2018-4-22,Campo Belo,-23.6188,-46.6823,23524,34,52,19,9,43,39,18,43,NORMAL
2019-11-10,Brooklin,-23.6263,-46.6878,28931,39,65,31,9,11,5,41,37,REABASTECER
2018-5-8,Brooklin,-23.6263,-46.6878,28973,86,7,61,30,17,8,13,10,REABASTECER
2018-12-19,Campo Belo,-23.6188,-46.6823,24361,56,38,65,18,25,12,40,31,NORMAL
2018-2-30,Campo Belo,-23.6188,-46.6823,25179,18,2,13,33,35,37,10,32,REABASTECER
2019-5-20,Campo Belo,-23.6188,-46.6823,26309,71,55,65,30,23,21,8,10,NORMAL
2019-7-29,Campo Belo,-23.6188,-46.6823,25338,2,27,45,16,14,12,30,43,REABASTECER
2018-3-12,Vila Mariana,-23.5895,-46.6346,21907,10,18,32,38,33,30,30,14,NORMAL
2019-11-16,São Joaquim,-23.5618,-46.6389,35465,25,19,6,39,18,24,34,41,NORMAL
2019-6-21,São Judas,-23.6255,-46.6411,14281,43,25,48,10,33,35,20,18,NORMAL
2018-1-30,São Judas,-23.6255,-46.6411,15879,79,25,61,5,13,39,43,5,NORMAL
2018-3-13,São Judas,-23.6255,-46.6411,14681,77,46,50,18,9,27,40,32,NORMAL
2018-1-22,Vila Mariana,-23.5895,-46.6346,23842,58,65,48,25,9,22,5,35,REABASTECER
2019-1-7,Vila Mariana,-23.5895,-46.6346,25040,79,59,44,34,8,7,4,32,REABASTECER
2018-3-4,Vila Mariana,-23.5895,-46.6346,23727,86,5,19,29,15,24,19,43,REABASTECER
2018-3-7,Vila Mariana,-23.5895,-46.6346,24723,56,50,61,14,9,10,8,37,NORMAL
2018-10-4,São Judas,-23.6255,-46.6411,14749,25,34,21,6,37,15,21,35,REABASTECER
2019-4-13,Vila Mariana,-23.5895,-46.6346,22676,15,62,53,7,12,28,8,4,REABASTECER
2019-5-14,Vila Mariana,-23.5895,-46.6346,23995,48,7,7,19,14,19,8,13,NORMAL
2019-2-10,São Judas,-23.6255,-46.6411,17274,34,48,11,11,39,22,26,35,NORMAL
2019-10-19,Vila Mariana,-23.5895,-46.6346,22761,6,25,59,4,16,43,28,8,REABASTECER
2018-11-4,Vila Mariana,-23.5895,-46.6346,21801,66,49,27,28,5,30,4,16,REABASTECER
2019-5-26,São Judas,-23.6255,-46.6411,14250,32,56,21,43,13,16,26,5,NORMAL
2019-6-1,São Judas,-23.6255,-46.6411,15234,63,29,55,29,31,43,7,25,NORMAL
2019-6-28,São Judas,-23.6255,-46.6411,15363,64,55,58,26,43,7,37,33,NORMAL
2018-3-1,Brooklin,-23.6263,-46.6878,29171,18,3,31,18,25,27,41,8,REABASTECER
2019-10-30,São Judas,-23.6255,-46.6411,15970,62,46,65,41,14,17,15,14,NORMAL
2018-5-18,Brooklin,-23.6263,-46.6878,28302,65,14,49,1,19,26,14,16,REABASTECER
2019-10-28,Vila Mariana,-23.5895,-46.6346,23651,86,43,4,23,25,17,33,14,NORMAL
2018-11-5,Brooklin,-23.6263,-46.6878,28385,9,59,52,25,37,33,19,23,NORMAL
2018-10-6,Vila Mariana,-23.5895,-46.6346,22672,86,16,21,11,31,25,32,7,NORMAL
2019-4-11,Vila Mariana,-23.5895,-46.6346,24787,31,7,65,12,16,34,16,10,NORMAL
2019-4-20,Vila Mariana,-23.5895,-46.6346,21074,35,30,65,29,30,10,20,10,NORMAL
2019-6-24,Brooklin,-23.6263,-46.6878,27159,76,10,10,7,43,15,31,29,NORMAL
2018-6-24,Campo Belo,-23.6188,-46.6823,23150,21,43,42,35,5,2,34,8,NORMAL
2018-10-22,Campo Belo,-23.6188,-46.6823,26769,77,44,16,17,20,21,28,7,NORMAL
2019-4-15,Campo Belo,-23.6188,-46.6823,26749,54,60,46,9,24,41,15,15,NORMAL
2018-11-7,Brooklin,-23.6263,-46.6878,27154,74,46,39,25,29,30,9,11,NORMAL
2019-7-17,Campo Belo,-23.6188,-46.6823,24440,33,33,61,8,13,25,40,10,NORMAL
2019-4-11,Brooklin,-23.6263,-46.6878,29710,16,6,37,43,15,18,18,30,REABASTECER
2019-3-2,Campo Belo,-23.6188,-46.6823,23033,55,65,65,5,34,13,18,5,REABASTECER
2019-3-18,Campo Belo,-23.6188,-46.6823,25965,63,32,29,6,4,40,36,25,REABASTECER
2018-4-30,Campo Belo,-23.6188,-46.6823,24122,28,65,25,21,17,12,28,12,NORMAL
2018-7-13,Campo Belo,-23.6188,-46.6823,25845,14,65,60,32,25,38,13,21,NORMAL
2019-1-16,Brooklin,-23.6263,-46.6878,26445,86,40,20,39,9,11,28,27,NORMAL
2019-8-19,Campo Belo,-23.6188,-46.6823,25889,79,41,36,9,29,18,39,7,NORMAL
2019-9-15,Campo Belo,-23.6188,-46.6823,23354,86,65,57,23,5,25,22,31,NORMAL
2018-10-3,Campo Belo,-23.6188,-46.6823,23781,86,28,26,23,15,31,15,43,NORMAL
2019-9-13,Ana Rosa,-23.5813,-46.6383,65754,66,5,18,10,24,20,11,30,NORMAL
2019-1-29,São Joaquim,-23.5618,-46.6389,33122,33,65,56,21,23,31,10,34,NORMAL
2018-1-1,São Judas,-23.6255,-46.6411,17380,86,65,65,43,43,43,43,43,NORMAL
2018-4-6,São Judas,-23.6255,-46.6411,14407,35,30,20,4,43,43,23,25,REABASTECER
2018-3-23,São Joaquim,-23.5618,-46.6389,35038,73,16,5,13,18,35,10,28,REABASTECER
2018-6-30,São Joaquim,-23.5618,-46.6389,32964,61,45,26,25,19,43,29,8,NORMAL
2018-11-7,São Judas,-23.6255,-46.6411,16401,56,33,55,28,39,39,22,32,NORMAL
2019-3-15,São Joaquim,-23.5618,-46.6389,35080,10,33,48,29,43,20,43,27,NORMAL
2019-10-12,São Judas,-23.6255,-46.6411,14993,73,26,61,4,5,22,5,5,REABASTECER
2019-7-11,São Joaquim,-23.5618,-46.6389,36545,19,65,65,15,13,13,41,8,NORMAL
2018-12-26,São Judas,-23.6255,-46.6411,17311,25,49,44,31,43,37,37,38,NORMAL
2019-1-1,São Judas,-23.6255,-46.6411,14415,71,23,7,19,23,23,17,19,NORMAL
2019-9-12,São Joaquim,-23.5618,-46.6389,32661,39,15,21,26,15,4,43,20,NORMAL
2018-2-4,São Judas,-23.6255,-46.6411,14477,41,10,33,33,43,27,25,33,NORMAL
2019-7-23,São Judas,-23.6255,-46.6411,15230,70,43,35,39,28,14,19,19,NORMAL
2018-8-12,Vila Mariana,-23.5895,-46.6346,23818,43,13,47,36,29,13,29,43,NORMAL
2018-5-26,São Judas,-23.6255,-46.6411,16045,78,40,65,26,23,27,43,37,NORMAL
2018-3-29,Vila Mariana,-23.5895,-46.6346,24361,13,52,44,28,3,12,8,34,NORMAL
2019-7-18,Vila Mariana,-23.5895,-46.6346,22999,44,53,26,13,21,34,16,23,NORMAL
2018-10-3,Vila Mariana,-23.5895,-46.6346,21664,33,36,41,20,43,41,41,21,NORMAL
2019-7-21,Vila Mariana,-23.5895,-46.6346,23232,14,36,65,6,7,31,7,11,REABASTECER
2019-9-4,Vila Mariana,-23.5895,-46.6346,21324,15,38,40,9,4,14,43,14,REABASTECER
2018-8-24,Brooklin,-23.6263,-46.6878,26164,86,62,30,43,17,31,7,18,NORMAL
2019-9-15,Vila Mariana,-23.5895,-46.6346,22983,86,32,29,19,37,19,37,23,NORMAL
2018-12-8,Brooklin,-23.6263,-46.6878,27998,38,62,18,21,38,13,25,10,NORMAL
2018-6-15,Vila Mariana,-23.5895,-46.6346,21083,61,23,54,22,16,37,8,7,NORMAL
2018-12-27,Brooklin,-23.6263,-46.6878,26561,20,18,19,15,3,26,23,26,REABASTECER
2018-3-7,Brooklin,-23.6263,-46.6878,29372,44,38,59,30,43,11,16,34,NORMAL
2019-4-9,Brooklin,-23.6263,-46.6878,29115,39,18,49,12,21,20,30,38,NORMAL
2019-9-21,Brooklin,-23.6263,-46.6878,29351,86,40,50,12,27,21,21,14,NORMAL
2019-6-12,Vila Mariana,-23.5895,-46.6346,24003,40,28,17,12,32,38,23,33,NORMAL
2019-7-17,Vila Mariana,-23.5895,-46.6346,23457,51,57,31,14,26,34,19,25,NORMAL
2019-5-3,Brooklin,-23.6263,-46.6878,29923,63,48,39,29,11,36,13,34,NORMAL
2018-7-6,Brooklin,-23.6263,-46.6878,28945,39,30,56,10,2,42,28,40,REABASTECER
2019-3-12,Campo Belo,-23.6188,-46.6823,23338,40,12,65,17,31,14,20,1,REABASTECER
2018-11-5,Brooklin,-23.6263,-46.6878,28385,9,59,52,25,37,33,19,23,NORMAL
2018-7-23,Campo Belo,-23.6188,-46.6823,24500,86,65,46,7,28,6,17,22,NORMAL
2018-8-16,Campo Belo,-23.6188,-46.6823,23628,26,61,14,24,17,5,23,12,NORMAL
2019-2-2,Brooklin,-23.6263,-46.6878,27224,6,9,34,20,29,40,9,10,REABASTECER
2019-10-8,Campo Belo,-23.6188,-46.6823,25973,36,62,36,28,35,8,18,30,NORMAL
2019-10-28,Campo Belo,-23.6188,-46.6823,23863,27,17,18,8,10,30,17,34,NORMAL
2019-12-5,Sé,-23.55,-46.6333,192422,27,23,48,38,2,20,6,12,REABASTECER
2018-10-5,Sé,-23.55,-46.6333,193894,12,23,38,8,6,8,14,6,REABASTECER
2018-11-27,Sé,-23.55,-46.6333,192615,36,3,19,8,26,23,27,17,REABASTECER
2019-10-7,Sé,-23.55,-46.6333,194674,42,12,59,43,15,28,30,27,NORMAL
2018-7-26,Brás,-23.5451,-46.6162,70815,62,65,51,43,19,23,21,6,REABASTECER
2019-10-17,Sé,-23.55,-46.6333,192764,32,6,50,21,14,43,32,35,REABASTECER
2018-4-20,Brás,-23.5451,-46.6162,70567,38,10,27,34,40,37,24,30,NORMAL
2019-8-20,Sé,-23.55,-46.6333,191906,9,65,52,39,18,43,43,14,NORMAL
2019-12-11,Sé,-23.55,-46.6333,192972,58,55,14,25,23,33,17,28,NORMAL
2018-1-19,Tatuapé,-23.5402,-46.5765,70690,78,5,7,43,8,42,5,11,REABASTECER
2018-12-7,Tatuapé,-23.5402,-46.5765,67821,6,56,45,36,40,40,37,29,REABASTECER
2018-12-9,Tatuapé,-23.5402,-46.5765,70437,73,42,31,33,34,29,30,24,NORMAL
2018-3-15,Tatuapé,-23.5402,-46.5765,67146,35,12,56,37,5,35,38,43,NORMAL
2019-3-5,Tatuapé,-23.5402,-46.5765,68611,86,29,43,19,27,12,8,41,NORMAL
2019-9-15,Barra Funda,-23.5542,-46.6707,148310,77,41,33,27,29,39,15,43,NORMAL
2019-5-17,Tatuapé,-23.5402,-46.5765,70230,65,61,65,39,29,3,6,14,NORMAL
2019-10-13,Barra Funda,-23.5542,-46.6707,150284,73,7,42,26,10,43,41,14,REABASTECER
2019-4-16,Tatuapé,-23.5402,-46.5765,69228,41,3,33,20,23,14,37,21,REABASTECER
2018-4-18,República,-23.5436,-46.6434,110409,6,45,65,19,37,12,7,8,NORMAL
2018-8-21,Tatuapé,-23.5402,-46.5765,69349,86,27,4,28,43,29,10,8,REABASTECER
2018-9-6,Tatuapé,-23.5402,-46.5765,67421,31,65,34,22,23,25,27,32,NORMAL
2018-7-4,República,-23.5436,-46.6434,109961,18,34,8,40,43,8,20,39,NORMAL
2018-7-26,República,-23.5436,-46.6434,107998,48,21,50,13,35,10,13,43,NORMAL
2018-11-15,República,-23.5436,-46.6434,108267,39,52,65,32,43,11,23,27,NORMAL
2018-11-25,República,-23.5436,-46.6434,107947,23,65,59,4,43,28,16,30,REABASTECER
2018-4-20,República,-23.5436,-46.6434,107525,73,29,45,12,30,6,43,43,REABASTECER
2019-6-16,Tatuapé,-23.5402,-46.5765,69883,39,5,56,32,37,41,23,23,REABASTECER
2019-3-15,República,-23.5436,-46.6434,108087,86,54,34,39,11,43,10,20,NORMAL
2018-10-28,República,-23.5436,-46.6434,109486,32,23,65,37,23,22,8,7,NORMAL
2019-9-30,República,-23.5436,-46.6434,108511,49,48,65,10,34,21,26,37,NORMAL
2019-6-26,República,-23.5436,-46.6434,107211,19,57,45,8,40,16,20,43,NORMAL
2019-7-10,República,-23.5436,-46.6434,110525,57,37,10,43,30,11,5,31,REABASTECER
2018-5-9,Higienópolis-Mackenzie,-23.5488,-46.6519,91596,10,54,46,8,43,43,18,30,REABASTECER
2019-1-2,República,-23.5436,-46.6434,110304,8,44,6,7,10,23,36,2,NORMAL
2018-11-18,Higienópolis-Mackenzie,-23.5488,-46.6519,91934,37,51,40,36,5,35,8,14,NORMAL
2019-4-22,República,-23.5436,-46.6434,107647,53,31,43,43,33,18,31,3,NORMAL
2018-8-23,Higienópolis-Mackenzie,-23.5488,-46.6519,89656,6,60,47,34,7,43,11,43,REABASTECER
2018-9-27,Higienópolis-Mackenzie,-23.5488,-46.6519,89731,18,51,65,10,43,10,1,35,NORMAL
2018-11-3,Higienópolis-Mackenzie,-23.5488,-46.6519,93150,8,34,13,38,23,29,27,34,REABASTECER
2019-9-29,Higienópolis-Mackenzie,-23.5488,-46.6519,93025,15,25,35,10,18,9,37,28,NORMAL
2019-12-14,República,-23.5436,-46.6434,107710,45,22,4,41,15,26,41,32,NORMAL
2018-1-3,Higienópolis-Mackenzie,-23.5488,-46.6519,93088,67,49,48,40,35,39,38,36,NORMAL
2019-11-18,Higienópolis-Mackenzie,-23.5488,-46.6519,92722,69,56,14,34,36,31,14,41,NORMAL
2018-1-24,Faria Lima,-23.5675,-46.6929,51879,39,57,36,28,21,20,41,43,NORMAL
2018-2-20,Faria Lima,-23.5675,-46.6929,53267,52,47,51,28,4,21,11,28,NORMAL
2018-6-9,Higienópolis-Mackenzie,-23.5488,-46.6519,90914,55,56,18,4,3,20,31,38,NORMAL
2018-6-12,Higienópolis-Mackenzie,-23.5488,-46.6519,93242,23,37,55,37,35,12,23,29,NORMAL
2019-12-2,Higienópolis-Mackenzie,-23.5488,-46.6519,93147,8,52,59,29,20,27,3,20,REABASTECER
2018-12-24,Higienópolis-Mackenzie,-23.5488,-46.6519,92866,47,13,52,42,26,38,33,2,REABASTECER
2019-6-23,Faria Lima,-23.5675,-46.6929,51014,78,48,45,11,32,25,18,30,NORMAL
2019-10-8,Faria Lima,-23.5675,-46.6929,53648,1,14,57,23,26,16,43,31,REABASTECER
2018-3-7,Faria Lima,-23.5675,-46.6929,53233,41,20,5,11,26,18,28,9,REABASTECER
2018-1-25,Pinheiros,-23.5664,-46.703,77770,10,47,31,8,37,28,25,4,REABASTECER
2019-5-2,Faria Lima,-23.5675,-46.6929,53319,51,8,27,26,13,13,4,28,REABASTECER
2018-4-24,Faria Lima,-23.5675,-46.6929,51931,13,11,59,11,19,13,19,21,NORMAL
2018-5-5,Faria Lima,-23.5675,-46.6929,52769,86,8,57,20,24,19,15,16,REABASTECER
2018-5-8,Faria Lima,-23.5675,-46.6929,53509,62,54,33,9,10,10,43,3,REABASTECER
2018-6-25,Faria Lima,-23.5675,-46.6929,54142,53,44,22,15,11,31,35,35,NORMAL
2019-8-7,Faria Lima,-23.5675,-46.6929,54062,78,47,65,3,9,15,28,22,NORMAL
2019-1-1,Faria Lima,-23.5675,-46.6929,51509,78,14,37,18,25,36,38,29,NORMAL
2019-1-8,Faria Lima,-23.5675,-46.6929,54249,6,32,60,34,43,14,18,37,REABASTECER
2018-3-3,Pinheiros,-23.5664,-46.703,78934,64,15,32,18,14,32,39,24,NORMAL
2019-4-15,Pinheiros,-23.5664,-46.703,77539,25,17,34,26,31,27,43,5,REABASTECER
2019-6-22,Faria Lima,-23.5675,-46.6929,52848,86,52,52,12,34,28,24,35,NORMAL
2019-9-11,Barra Funda,-23.5542,-46.6707,149782,25,65,61,34,5,8,32,17,REABASTECER
2018-8-1,Tatuapé,-23.5402,-46.5765,70745,26,61,13,43,34,16,8,11,NORMAL
2018-4-13,Tatuapé,-23.5402,-46.5765,69371,26,14,60,30,19,11,43,8,NORMAL
2019-6-26,Barra Funda,-23.5542,-46.6707,149880,66,55,36,29,22,36,31,13,NORMAL
2019-7-8,Barra Funda,-23.5542,-46.6707,147842,40,51,15,39,16,43,26,10,NORMAL
2018-6-9,Tatuapé,-23.5402,-46.5765,69346,26,61,56,3,43,37,38,21,REABASTECER
2019-10-2,Barra Funda,-23.5542,-46.6707,150682,7,15,48,24,4,36,41,12,REABASTECER
2019-12-4,Barra Funda,-23.5542,-46.6707,147382,52,42,57,8,8,25,43,17,NORMAL
2018-10-6,Tatuapé,-23.5402,-46.5765,68081,13,10,9,10,28,4,32,8,REABASTECER
2019-8-11,Tatuapé,-23.5402,-46.5765,69157,31,24,56,32,37,3,31,21,REABASTECER
2018-11-7,Tatuapé,-23.5402,-46.5765,68902,60,30,52,43,30,13,39,23,NORMAL
2019-11-25,Tatuapé,-23.5402,-46.5765,70071,86,63,15,28,7,19,28,41,NORMAL
2018-11-22,Tatuapé,-23.5402,-46.5765,70737,77,14,23,33,10,40,21,5,REABASTECER
2018-12-5,Tatuapé,-23.5402,-46.5765,68693,30,6,55,43,3,6,4,37,REABASTECER
2018-8-14,República,-23.5436,-46.6434,109897,43,36,52,16,43,9,27,18,NORMAL
2018-11-20,República,-23.5436,-46.6434,108923,74,28,30,15,20,39,43,8,NORMAL
2018-12-10,República,-23.5436,-46.6434,107663,45,37,11,43,13,15,38,16,NORMAL
2019-2-11,República,-23.5436,-46.6434,110966,68,65,25,43,22,24,21,24,NORMAL
2018-4-16,República,-23.5436,-46.6434,109713,26,54,13,27,3,17,11,15,REABASTECER
2019-3-27,República,-23.5436,-46.6434,109220,50,37,14,6,7,5,8,17,NORMAL
2018-1-24,Higienópolis-Mackenzie,-23.5488,-46.6519,90787,21,50,28,9,36,11,43,25,NORMAL
2018-6-6,República,-23.5436,-46.6434,110890,36,23,65,31,24,9,6,19,NORMAL
2018-4-7,Higienópolis-Mackenzie,-23.5488,-46.6519,92443,77,62,1,17,10,8,34,36,NORMAL
2018-5-21,Higienópolis-Mackenzie,-23.5488,-46.6519,91559,66,36,15,16,36,43,15,21,NORMAL
2018-8-16,República,-23.5436,-46.6434,107235,23,31,38,14,36,43,20,13,NORMAL
